feature	chromosome	start	end	SLX-17921.D704tp_D503tp.H5J55BBXY.s_8.r_1	SLX-16150.D710tp_D505tp.HC22VBBXY.s_3.r_1	SLX-16150.D710tp_D508tp.HC22VBBXY.s_3.r_1
17:40500001-41000000	17	40500001	41000000	1.047	1.226	1.04
17:41000001-41500000	17	41000001	41500000	1.121	1.27	1.114
17:41500001-42000000	17	41500001	42000000	1.144	1.186	1.063
17:42000001-42500000	17	42000001	42500000	1.064	1.154	0.975
17:42500001-43000000	17	42500001	43000000	0.941	1.06	0.956
17:44000001-44500000	17	44000001	44500000	1.024	1.183	1.095
17:44500001-45000000	17	44500001	45000000	1.056	1.169	1.135
17:45000001-45500000	17	45000001	45500000	1.145	1.176	1.004
17:45500001-46000000	17	45500001	46000000	1.317	1.421	1.197
17:47500001-48000000	17	47500001	48000000	1.152	1.241	1.123
17:48000001-48500000	17	48000001	48500000	0.979	1.158	1.124
17:48500001-49000000	17	48500001	49000000	1.074	1.096	1.06
17:49000001-49500000	17	49000001	49500000	1.041	1.197	1.091
17:49500001-50000000	17	49500001	50000000	1.091	1.335	1.023
17:50000001-50500000	17	50000001	50500000	1.037	1.247	1.025
17:50500001-51000000	17	50500001	51000000	0.998	1.086	1.017
17:51000001-51500000	17	51000001	51500000	1.085	1.229	0.982
17:51500001-52000000	17	51500001	52000000	1.105	1.469	1.127
17:52000001-52500000	17	52000001	52500000	1.086	1.364	1.086
17:52500001-53000000	17	52500001	53000000	1.08	1.239	0.96
17:53500001-54000000	17	53500001	54000000	1.101	1.315	1.033
17:54000001-54500000	17	54000001	54500000	1.037	1.317	1.019
17:55000001-55500000	17	55000001	55500000	1.095	1.289	1.058
17:55500001-56000000	17	55500001	56000000	1.094	1.339	1.198
17:56000001-56500000	17	56000001	56500000	1.057	1.304	1.165
17:56500001-57000000	17	56500001	57000000	1.103	1.333	1.072
17:57000001-57500000	17	57000001	57500000	1.056	1.181	1.021
17:57500001-58000000	17	57500001	58000000	1.077	1.28	1.023
17:58000001-58500000	17	58000001	58500000	0.989	1.29	1.04
17:58500001-59000000	17	58500001	59000000	1.038	1.199	1.134
17:59500001-60000000	17	59500001	60000000	0.991	1.047	0.933
17:60500001-61000000	17	60500001	61000000	1.027	1.112	1.108
17:61000001-61500000	17	61000001	61500000	0.987	1.268	1.12
17:61500001-62000000	17	61500001	62000000	1.148	1.241	0.983
17:62500001-63000000	17	62500001	63000000	0.961	1.147	1.055
17:63500001-64000000	17	63500001	64000000	0.968	1.085	0.967
17:64000001-64500000	17	64000001	64500000	1.049	1.247	1.014
17:65000001-65500000	17	65000001	65500000	1.011	1.201	1.063
17:66000001-66500000	17	66000001	66500000	1.083	1.285	1.008
17:66500001-67000000	17	66500001	67000000	1.093	1.2	1.064
17:67000001-67500000	17	67000001	67500000	1.054	1.198	1.078
17:67500001-68000000	17	67500001	68000000	0.949	1.092	1.104
17:68500001-69000000	17	68500001	69000000	1.151	1.301	1.102
17:69000001-69500000	17	69000001	69500000	1.069	1.284	1.055
17:69500001-70000000	17	69500001	70000000	1.053	1.316	1.083
17:70000001-70500000	17	70000001	70500000	1.05	1.275	1.002
17:70500001-71000000	17	70500001	71000000	1.112	1.259	1.028
17:71000001-71500000	17	71000001	71500000	1.103	1.297	1.073
17:71500001-72000000	17	71500001	72000000	1.017	1.38	1.031
17:72500001-73000000	17	72500001	73000000	1.027	1.318	1.03
17:73000001-73500000	17	73000001	73500000	0.962	1.251	1.136
17:73500001-74000000	17	73500001	74000000	1.19	1.38	1.147
17:74000001-74500000	17	74000001	74500000	1.136	1.346	1.094
17:74500001-75000000	17	74500001	75000000	0.928	1.236	1.08
17:75000001-75500000	17	75000001	75500000	0.953	1.192	0.992
17:75500001-76000000	17	75500001	76000000	1.012	1.223	1
17:76000001-76500000	17	76000001	76500000	1.01	1.396	1.095
17:76500001-77000000	17	76500001	77000000	1.105	1.3	1.152
17:77000001-77500000	17	77000001	77500000	1.048	1.254	1.048
17:77500001-78000000	17	77500001	78000000	1.052	1.411	1.119
17:78000001-78500000	17	78000001	78500000	1.062	1.407	0.986
17:78500001-79000000	17	78500001	79000000	1.014	1.273	1.045
17:79000001-79500000	17	79000001	79500000	1.081	1.395	1.091
17:79500001-80000000	17	79500001	80000000	0.98	1.288	1.009
17:80000001-80500000	17	80000001	80500000	1.045	1.288	1.027
17:81000001-81500000	17	81000001	81500000	1.032	1.4	1.103
17:81500001-82000000	17	81500001	82000000	0.984	1.151	0.983
17:82000001-82500000	17	82000001	82500000	1.04	1.24	1.04
17:82500001-83000000	17	82500001	83000000	1.047	1.255	1.028
17:83000001-83257441	17	83000001	83257441	1.337	1.512	1.324
18:1-500000	18	1	500000	1.075	1.049	1.068
18:500001-1000000	18	500001	1000000	1.064	1.117	0.999
18:1000001-1500000	18	1000001	1500000	1.014	1.198	1.035
18:1500001-2000000	18	1500001	2000000	1.019	1.241	1.086
18:2000001-2500000	18	2000001	2500000	1.032	1.231	1.055
18:3000001-3500000	18	3000001	3500000	0.94	1.069	0.927
18:3500001-4000000	18	3500001	4000000	1.033	1.286	1
18:4000001-4500000	18	4000001	4500000	0.99	1.315	0.993
18:4500001-5000000	18	4500001	5000000	0.848	1.314	1.143
18:5000001-5500000	18	5000001	5500000	0.996	1.17	0.957
18:5500001-6000000	18	5500001	6000000	1.058	1.269	1.033
18:6000001-6500000	18	6000001	6500000	1.034	1.272	1.083
18:6500001-7000000	18	6500001	7000000	1.11	1.281	0.99
18:7000001-7500000	18	7000001	7500000	1.132	1.171	1.005
18:7500001-8000000	18	7500001	8000000	1.13	1.215	1.176
18:9000001-9500000	18	9000001	9500000	0.942	1.162	1.014
18:9500001-10000000	18	9500001	10000000	1.005	1.162	0.97
18:10000001-10500000	18	10000001	10500000	1.057	1.237	1.102
18:10500001-11000000	18	10500001	11000000	1.015	1.127	0.967
18:11000001-11500000	18	11000001	11500000	1.117	1.242	1.143
18:11500001-12000000	18	11500001	12000000	1.01	1.075	1.084
18:12500001-13000000	18	12500001	13000000	0.955	0.983	0.937
18:13000001-13500000	18	13000001	13500000	1.026	1.126	1.057
18:13500001-14000000	18	13500001	14000000	1.051	1.194	1.032
18:21000001-21500000	18	21000001	21500000	0.879	0.811	0.93
18:21500001-22000000	18	21500001	22000000	0.906	0.735	0.987
18:22000001-22500000	18	22000001	22500000	0.989	0.74	1.06
18:22500001-23000000	18	22500001	23000000	0.99	0.848	0.998
18:23000001-23500000	18	23000001	23500000	0.973	0.788	1.023
18:23500001-24000000	18	23500001	24000000	0.961	0.83	0.996
18:24000001-24500000	18	24000001	24500000	1.049	0.924	0.96
18:24500001-25000000	18	24500001	25000000	1.019	0.87	1.041
18:25000001-25500000	18	25000001	25500000	1.032	0.92	1.044
18:25500001-26000000	18	25500001	26000000	1.001	0.823	1.044
18:26000001-26500000	18	26000001	26500000	0.997	0.847	1.021
18:26500001-27000000	18	26500001	27000000	1.053	0.86	1.004
18:27000001-27500000	18	27000001	27500000	0.94	0.85	1.021
18:27500001-28000000	18	27500001	28000000	0.951	0.847	1.04
18:28000001-28500000	18	28000001	28500000	0.97	0.832	0.917
18:28500001-29000000	18	28500001	29000000	0.979	0.847	0.964
18:29000001-29500000	18	29000001	29500000	0.958	0.79	1.081
18:29500001-30000000	18	29500001	30000000	0.922	0.826	0.976
18:30000001-30500000	18	30000001	30500000	0.948	0.85	0.915
18:30500001-31000000	18	30500001	31000000	0.989	0.862	0.951
18:31000001-31500000	18	31000001	31500000	0.945	0.837	1.017
18:31500001-32000000	18	31500001	32000000	0.819	0.755	0.958
18:32000001-32500000	18	32000001	32500000	1.027	0.785	1.023
18:32500001-33000000	18	32500001	33000000	1.042	0.845	1.093
18:33000001-33500000	18	33000001	33500000	0.965	0.804	0.989
18:33500001-34000000	18	33500001	34000000	0.904	0.877	1.025
18:34000001-34500000	18	34000001	34500000	0.967	0.781	0.975
18:35000001-35500000	18	35000001	35500000	0.978	0.819	0.946
18:35500001-36000000	18	35500001	36000000	0.968	0.771	0.992
18:36000001-36500000	18	36000001	36500000	0.98	0.767	0.967
18:36500001-37000000	18	36500001	37000000	1.045	0.874	1.025
18:37000001-37500000	18	37000001	37500000	0.942	0.873	1.032
18:37500001-38000000	18	37500001	38000000	1.069	0.971	1.007
18:38000001-38500000	18	38000001	38500000	1.051	0.889	0.979
18:38500001-39000000	18	38500001	39000000	1.001	0.833	0.999
18:39000001-39500000	18	39000001	39500000	1.011	0.784	1.028
18:39500001-40000000	18	39500001	40000000	0.99	0.905	1.023
18:40000001-40500000	18	40000001	40500000	0.917	0.831	1.021
18:40500001-41000000	18	40500001	41000000	0.915	0.89	0.902
18:41000001-41500000	18	41000001	41500000	0.909	0.923	1.045
18:41500001-42000000	18	41500001	42000000	1.057	0.977	0.963
18:42000001-42500000	18	42000001	42500000	1.001	0.881	1.032
18:42500001-43000000	18	42500001	43000000	1.097	0.904	1.033
18:43000001-43500000	18	43000001	43500000	0.975	0.861	0.964
18:43500001-44000000	18	43500001	44000000	0.947	0.825	0.998
18:44000001-44500000	18	44000001	44500000	1.094	0.874	1.121
18:44500001-45000000	18	44500001	45000000	1.005	0.895	1.044
18:45000001-45500000	18	45000001	45500000	1.024	0.963	1.051
18:45500001-46000000	18	45500001	46000000	1.05	0.843	1.016
18:46000001-46500000	18	46000001	46500000	0.967	0.901	0.972
18:46500001-47000000	18	46500001	47000000	1.02	0.799	0.982
18:47000001-47500000	18	47000001	47500000	0.956	0.918	0.962
18:48000001-48500000	18	48000001	48500000	1.11	0.876	1.021
18:48500001-49000000	18	48500001	49000000	1.032	0.938	1.013
18:49000001-49500000	18	49000001	49500000	1.02	0.851	1.061
18:49500001-50000000	18	49500001	50000000	1.1	0.921	1.081
18:50000001-50500000	18	50000001	50500000	0.987	0.864	1.074
18:50500001-51000000	18	50500001	51000000	1.05	0.88	1.065
18:51000001-51500000	18	51000001	51500000	1.03	0.773	0.961
18:51500001-52000000	18	51500001	52000000	0.965	0.84	0.956
18:52000001-52500000	18	52000001	52500000	0.925	0.842	1.013
18:53000001-53500000	18	53000001	53500000	1.03	0.868	1.085
18:53500001-54000000	18	53500001	54000000	1.003	0.861	1.023
18:54000001-54500000	18	54000001	54500000	0.929	0.811	0.976
18:54500001-55000000	18	54500001	55000000	0.925	0.833	0.995
18:55000001-55500000	18	55000001	55500000	1.042	0.876	0.996
18:55500001-56000000	18	55500001	56000000	1.05	0.883	1.011
18:56000001-56500000	18	56000001	56500000	1.095	0.903	1.048
18:56500001-57000000	18	56500001	57000000	0.997	0.851	0.964
18:57000001-57500000	18	57000001	57500000	1.033	0.87	1.015
18:57500001-58000000	18	57500001	58000000	0.982	0.769	1.052
18:58000001-58500000	18	58000001	58500000	0.972	0.751	0.977
18:58500001-59000000	18	58500001	59000000	0.979	0.864	0.925
18:59500001-60000000	18	59500001	60000000	0.977	0.826	1.01
18:60000001-60500000	18	60000001	60500000	0.905	0.865	1.03
18:60500001-61000000	18	60500001	61000000	0.973	0.749	1
18:61000001-61500000	18	61000001	61500000	0.915	0.906	0.99
18:62000001-62500000	18	62000001	62500000	0.894	0.843	1.008
18:62500001-63000000	18	62500001	63000000	0.936	0.805	0.926
18:63000001-63500000	18	63000001	63500000	1.039	0.819	0.924
18:63500001-64000000	18	63500001	64000000	1.066	0.815	0.97
18:64000001-64500000	18	64000001	64500000	0.976	0.885	1.011
18:64500001-65000000	18	64500001	65000000	0.931	0.872	0.975
18:65000001-65500000	18	65000001	65500000	0.964	0.87	0.975
18:65500001-66000000	18	65500001	66000000	0.889	0.779	0.982
18:66000001-66500000	18	66000001	66500000	1.036	0.824	0.892
18:66500001-67000000	18	66500001	67000000	1.077	0.787	0.977
18:67000001-67500000	18	67000001	67500000	0.998	0.781	0.979
18:67500001-68000000	18	67500001	68000000	0.999	0.802	1.003
18:68000001-68500000	18	68000001	68500000	0.883	0.844	0.983
18:68500001-69000000	18	68500001	69000000	1.051	0.87	1.031
18:69000001-69500000	18	69000001	69500000	1.009	0.845	1.007
18:69500001-70000000	18	69500001	70000000	0.884	0.795	0.96
18:70000001-70500000	18	70000001	70500000	0.974	0.795	0.997
18:70500001-71000000	18	70500001	71000000	1.042	0.802	0.993
18:71000001-71500000	18	71000001	71500000	1.005	0.825	0.966
18:71500001-72000000	18	71500001	72000000	0.941	0.81	0.966
18:72000001-72500000	18	72000001	72500000	0.933	0.843	1.034
18:72500001-73000000	18	72500001	73000000	1.016	0.871	0.977
18:73000001-73500000	18	73000001	73500000	0.908	0.847	0.92
18:73500001-74000000	18	73500001	74000000	0.971	0.932	0.973
18:74000001-74500000	18	74000001	74500000	1.017	0.933	1.006
18:74500001-75000000	18	74500001	75000000	0.991	0.877	1.027
18:75000001-75500000	18	75000001	75500000	0.984	0.884	0.997
18:75500001-76000000	18	75500001	76000000	0.896	0.803	1.009
18:76000001-76500000	18	76000001	76500000	1.094	0.825	0.933
18:76500001-77000000	18	76500001	77000000	0.97	0.818	0.992
18:77500001-78000000	18	77500001	78000000	0.976	0.858	0.997
18:78000001-78500000	18	78000001	78500000	0.936	0.868	0.957
18:78500001-79000000	18	78500001	79000000	0.916	0.844	0.898
18:79000001-79500000	18	79000001	79500000	1.07	0.783	0.976
18:79500001-80000000	18	79500001	80000000	1.002	0.807	0.948
18:80000001-80373285	18	80000001	80373285	0.916	0.77	1.039
19:500001-1000000	19	500001	1000000	0.967	1.073	0.98
19:1000001-1500000	19	1000001	1500000	0.984	0.788	0.866
19:1500001-2000000	19	1500001	2000000	0.966	0.874	1.014
19:2000001-2500000	19	2000001	2500000	1.039	0.821	0.979
19:2500001-3000000	19	2500001	3000000	0.87	0.752	0.928
19:3000001-3500000	19	3000001	3500000	1.02	0.877	1.07
19:3500001-4000000	19	3500001	4000000	1.028	0.811	1.033
19:4000001-4500000	19	4000001	4500000	1.019	0.839	1.008
19:4500001-5000000	19	4500001	5000000	0.976	0.831	1.039
19:5000001-5500000	19	5000001	5500000	0.983	0.798	1.045
19:5500001-6000000	19	5500001	6000000	0.949	0.868	1.006
19:6000001-6500000	19	6000001	6500000	0.97	0.781	0.94
19:6500001-7000000	19	6500001	7000000	0.865	0.773	0.951
19:7500001-8000000	19	7500001	8000000	1.065	0.778	0.891
19:9000001-9500000	19	9000001	9500000	0.964	0.688	0.98
19:10000001-10500000	19	10000001	10500000	0.979	0.785	0.951
19:10500001-11000000	19	10500001	11000000	0.886	0.669	0.914
19:11000001-11500000	19	11000001	11500000	0.903	0.711	0.909
19:12500001-13000000	19	12500001	13000000	0.872	0.707	0.891
19:13500001-14000000	19	13500001	14000000	0.909	0.92	0.981
19:14500001-15000000	19	14500001	15000000	0.876	0.951	1.016
19:15000001-15500000	19	15000001	15500000	1.076	0.932	1.113
19:15500001-16000000	19	15500001	16000000	1.062	0.99	1.014
19:16000001-16500000	19	16000001	16500000	1.06	0.96	0.971
19:16500001-17000000	19	16500001	17000000	0.893	1.037	0.999
19:17000001-17500000	19	17000001	17500000	0.929	0.967	1.032
19:17500001-18000000	19	17500001	18000000	1.057	1.157	1.105
19:18000001-18500000	19	18000001	18500000	0.985	1.096	0.945
19:18500001-19000000	19	18500001	19000000	0.965	1.033	1.152
19:19000001-19500000	19	19000001	19500000	0.973	0.994	0.967
19:19500001-20000000	19	19500001	20000000	0.855	0.9	0.922
19:28000001-28500000	19	28000001	28500000	0.968	1.069	0.934
19:28500001-29000000	19	28500001	29000000	1.137	1.14	0.988
19:29000001-29500000	19	29000001	29500000	1.048	1.092	1.064
19:29500001-30000000	19	29500001	30000000	1.009	1.057	0.996
19:30000001-30500000	19	30000001	30500000	1.032	1.255	1.045
19:30500001-31000000	19	30500001	31000000	1.014	1.232	1.034
19:31000001-31500000	19	31000001	31500000	0.952	1.151	1.014
19:31500001-32000000	19	31500001	32000000	0.989	1.161	1.094
19:32000001-32500000	19	32000001	32500000	1.013	1.161	0.996
19:32500001-33000000	19	32500001	33000000	1.043	1.003	1.043
19:33000001-33500000	19	33000001	33500000	1.046	1.072	0.965
19:33500001-34000000	19	33500001	34000000	1.001	1.022	0.985
19:34000001-34500000	19	34000001	34500000	0.959	1.058	0.991
19:34500001-35000000	19	34500001	35000000	1.031	1.019	0.942
19:35000001-35500000	19	35000001	35500000	1.005	1.008	0.993
19:35500001-36000000	19	35500001	36000000	0.975	1	0.989
19:36500001-37000000	19	36500001	37000000	0.895	0.964	0.877
19:38000001-38500000	19	38000001	38500000	1.058	1.087	1.077
19:38500001-39000000	19	38500001	39000000	1.072	1.077	1.05
19:39000001-39500000	19	39000001	39500000	0.997	0.982	0.969
19:39500001-40000000	19	39500001	40000000	0.972	0.983	1.005
19:40000001-40500000	19	40000001	40500000	0.977	0.871	1.031
19:40500001-41000000	19	40500001	41000000	1.068	0.974	1.027
19:41000001-41500000	19	41000001	41500000	1.065	1.093	1.094
19:41500001-42000000	19	41500001	42000000	1.028	1.113	0.945
19:42000001-42500000	19	42000001	42500000	1.001	1.054	0.983
19:43500001-44000000	19	43500001	44000000	0.987	1.038	0.856
19:44000001-44500000	19	44000001	44500000	0.956	1.002	0.949
19:44500001-45000000	19	44500001	45000000	1.094	0.923	0.984
19:45000001-45500000	19	45000001	45500000	0.882	0.947	1.072
19:45500001-46000000	19	45500001	46000000	0.996	1.083	0.966
19:46500001-47000000	19	46500001	47000000	0.968	0.917	0.942
19:47000001-47500000	19	47000001	47500000	0.993	1.098	0.934
19:48000001-48500000	19	48000001	48500000	0.941	0.889	0.97
19:49000001-49500000	19	49000001	49500000	1.088	1.028	1.034
19:49500001-50000000	19	49500001	50000000	1.13	1.025	1.017
19:50500001-51000000	19	50500001	51000000	1.098	1.116	1.006
19:51000001-51500000	19	51000001	51500000	1.052	1.018	1.065
19:51500001-52000000	19	51500001	52000000	0.987	0.958	0.931
19:52000001-52500000	19	52000001	52500000	1.015	0.916	0.898
19:54000001-54500000	19	54000001	54500000	1.056	0.965	0.965
19:55000001-55500000	19	55000001	55500000	1.07	1.211	1.08
19:55500001-56000000	19	55500001	56000000	0.988	0.917	0.967
19:56000001-56500000	19	56000001	56500000	1.066	0.959	0.932
19:57000001-57500000	19	57000001	57500000	0.999	1.014	0.945
19:57500001-58000000	19	57500001	58000000	0.969	0.989	0.982
19:58000001-58500000	19	58000001	58500000	0.966	0.892	1.039
20:1-500000	20	1	500000	0.972	0.781	0.931
20:500001-1000000	20	500001	1000000	0.986	0.832	0.964
20:1000001-1500000	20	1000001	1500000	1.04	0.769	0.932
20:1500001-2000000	20	1500001	2000000	0.954	0.906	0.928
20:2000001-2500000	20	2000001	2500000	0.94	0.832	0.969
20:2500001-3000000	20	2500001	3000000	1.1	0.802	0.974
20:3000001-3500000	20	3000001	3500000	1.129	0.83	1.002
20:3500001-4000000	20	3500001	4000000	0.98	0.687	0.942
20:4000001-4500000	20	4000001	4500000	0.995	0.815	1.038
20:4500001-5000000	20	4500001	5000000	1	0.834	0.959
20:5000001-5500000	20	5000001	5500000	1.012	0.828	0.957
20:6000001-6500000	20	6000001	6500000	1.02	0.844	1.097
20:6500001-7000000	20	6500001	7000000	1.02	0.963	1.102
20:7000001-7500000	20	7000001	7500000	0.975	0.863	0.965
20:7500001-8000000	20	7500001	8000000	1.032	0.913	1.024
20:8000001-8500000	20	8000001	8500000	1.012	0.849	1.163
20:8500001-9000000	20	8500001	9000000	1.108	0.904	1.016
20:9500001-10000000	20	9500001	10000000	0.979	0.885	1.041
20:10500001-11000000	20	10500001	11000000	0.995	0.911	1.005
20:11000001-11500000	20	11000001	11500000	1.513	4.103	1.53
20:11500001-12000000	20	11500001	12000000	1.28	3.311	1.374
20:12000001-12500000	20	12000001	12500000	1.147	2.121	1.193
20:12500001-13000000	20	12500001	13000000	1.143	2.155	1.124
20:13500001-14000000	20	13500001	14000000	1.232	2.748	1.345
20:14000001-14500000	20	14000001	14500000	1.384	3.513	1.292
20:14500001-15000000	20	14500001	15000000	1.423	3.942	1.507
20:15000001-15500000	20	15000001	15500000	1.492	4.416	1.517
20:15500001-16000000	20	15500001	16000000	1.177	2.765	1.199
20:16000001-16500000	20	16000001	16500000	1.265	3.958	1.387
20:16500001-17000000	20	16500001	17000000	1.403	4.493	1.418
20:17000001-17500000	20	17000001	17500000	1.393	4.424	1.477
20:17500001-18000000	20	17500001	18000000	1.295	4.325	1.393
20:18500001-19000000	20	18500001	19000000	1.366	4.12	1.412
20:19000001-19500000	20	19000001	19500000	1.206	3.014	1.322
20:19500001-20000000	20	19500001	20000000	1.085	1.419	1.029
20:20000001-20500000	20	20000001	20500000	1.004	1.194	1.017
20:20500001-21000000	20	20500001	21000000	1.035	1.343	0.988
20:21000001-21500000	20	21000001	21500000	1.067	1.191	1.002
20:21500001-22000000	20	21500001	22000000	1.046	1.154	1.098
20:22500001-23000000	20	22500001	23000000	1.036	1.287	1.061
20:23000001-23500000	20	23000001	23500000	0.978	1.208	0.953
20:23500001-24000000	20	23500001	24000000	1.031	1.177	1.115
