feature	chromosome	start	end	SLX-17921.D704tp_D503tp.H5J55BBXY.s_8.r_1	SLX-16150.D710tp_D505tp.HC22VBBXY.s_3.r_1	SLX-16150.D710tp_D508tp.HC22VBBXY.s_3.r_1
14:37500001-38000000	14	37500001	38000000	1.062	1.538	1.036
14:38000001-38500000	14	38000001	38500000	1.031	1.46	1.108
14:38500001-39000000	14	38500001	39000000	1.002	1.352	1.075
14:39000001-39500000	14	39000001	39500000	0.988	1.126	0.939
14:39500001-40000000	14	39500001	40000000	1.073	1.342	1.112
14:40000001-40500000	14	40000001	40500000	1.096	1.428	1.008
14:41000001-41500000	14	41000001	41500000	1.048	1.497	1.052
14:41500001-42000000	14	41500001	42000000	1.197	1.32	1.047
14:42000001-42500000	14	42000001	42500000	0.99	1.24	1.075
14:42500001-43000000	14	42500001	43000000	1.01	1.203	1.155
14:43500001-44000000	14	43500001	44000000	0.989	1.387	1.024
14:44000001-44500000	14	44000001	44500000	1.213	1.353	1.148
14:44500001-45000000	14	44500001	45000000	1.023	1.382	1.046
14:45500001-46000000	14	45500001	46000000	1.046	1.365	1.01
14:47000001-47500000	14	47000001	47500000	1.118	1.468	1.061
14:47500001-48000000	14	47500001	48000000	1.023	1.416	1.062
14:48000001-48500000	14	48000001	48500000	1.065	1.378	1.04
14:48500001-49000000	14	48500001	49000000	1.069	1.317	1.035
14:49000001-49500000	14	49000001	49500000	1.111	1.514	1.162
14:49500001-50000000	14	49500001	50000000	0.964	1.271	0.981
14:50000001-50500000	14	50000001	50500000	1.001	1.364	0.973
14:50500001-51000000	14	50500001	51000000	1.016	1.459	1.077
14:51000001-51500000	14	51000001	51500000	1.095	1.45	1.099
14:52000001-52500000	14	52000001	52500000	1.002	1.462	1.111
14:52500001-53000000	14	52500001	53000000	0.995	1.247	1.051
14:53000001-53500000	14	53000001	53500000	1.104	1.419	1.204
14:53500001-54000000	14	53500001	54000000	1.041	1.437	1.094
14:54000001-54500000	14	54000001	54500000	1.076	1.512	1.144
14:54500001-55000000	14	54500001	55000000	1.061	1.402	1.03
14:55000001-55500000	14	55000001	55500000	1.034	1.215	1.076
14:55500001-56000000	14	55500001	56000000	1.207	1.406	1.127
14:56000001-56500000	14	56000001	56500000	1.101	1.482	1.081
14:56500001-57000000	14	56500001	57000000	1.008	1.469	1.031
14:57000001-57500000	14	57000001	57500000	1.045	1.45	1.065
14:57500001-58000000	14	57500001	58000000	1.137	1.428	1.089
14:58000001-58500000	14	58000001	58500000	0.967	1.323	0.998
14:58500001-59000000	14	58500001	59000000	1.157	1.388	1.156
14:59000001-59500000	14	59000001	59500000	1.008	1.419	1.069
14:59500001-60000000	14	59500001	60000000	1.055	1.437	1.122
14:60000001-60500000	14	60000001	60500000	1.04	1.332	1.152
14:60500001-61000000	14	60500001	61000000	1.03	1.346	1.05
14:61000001-61500000	14	61000001	61500000	0.991	1.44	1.165
14:61500001-62000000	14	61500001	62000000	1.056	1.436	1.025
14:62000001-62500000	14	62000001	62500000	1.031	1.545	1.15
14:62500001-63000000	14	62500001	63000000	1.003	1.476	1.058
14:63000001-63500000	14	63000001	63500000	1.09	1.509	1.139
14:63500001-64000000	14	63500001	64000000	0.973	1.282	1.034
14:64000001-64500000	14	64000001	64500000	1.039	1.3	1.038
14:64500001-65000000	14	64500001	65000000	1.099	1.375	0.989
14:65000001-65500000	14	65000001	65500000	0.982	1.296	1.023
14:65500001-66000000	14	65500001	66000000	1.132	1.529	1.113
14:66000001-66500000	14	66000001	66500000	1.201	1.512	1.218
14:66500001-67000000	14	66500001	67000000	1.127	1.314	1.05
14:67000001-67500000	14	67000001	67500000	1.127	1.31	0.995
14:67500001-68000000	14	67500001	68000000	1.012	1.408	1.011
14:68000001-68500000	14	68000001	68500000	1.03	1.551	1.167
14:68500001-69000000	14	68500001	69000000	0.992	1.34	1
14:69000001-69500000	14	69000001	69500000	1.005	1.349	1.047
14:69500001-70000000	14	69500001	70000000	1.108	1.336	1.079
14:70000001-70500000	14	70000001	70500000	1.078	1.409	1.119
14:70500001-71000000	14	70500001	71000000	1.022	1.353	1.117
14:71000001-71500000	14	71000001	71500000	0.995	1.341	0.945
14:71500001-72000000	14	71500001	72000000	1.091	1.361	1.12
14:72000001-72500000	14	72000001	72500000	1.144	1.48	1.065
14:72500001-73000000	14	72500001	73000000	1.115	1.405	1.115
14:73000001-73500000	14	73000001	73500000	1.04	1.323	0.985
14:73500001-74000000	14	73500001	74000000	0.904	1.13	0.948
14:74000001-74500000	14	74000001	74500000	1.006	1.376	1.105
14:74500001-75000000	14	74500001	75000000	1.115	1.456	1.082
14:75000001-75500000	14	75000001	75500000	1.026	1.35	1
14:75500001-76000000	14	75500001	76000000	1.035	1.374	1.07
14:76000001-76500000	14	76000001	76500000	1.104	1.475	1.102
14:76500001-77000000	14	76500001	77000000	1.116	1.41	1.152
14:77000001-77500000	14	77000001	77500000	1.034	1.253	1.004
14:77500001-78000000	14	77500001	78000000	0.972	1.23	1.005
14:78000001-78500000	14	78000001	78500000	1.173	1.528	1.137
14:78500001-79000000	14	78500001	79000000	1.193	1.52	1.104
14:79000001-79500000	14	79000001	79500000	1.024	1.408	1.179
14:79500001-80000000	14	79500001	80000000	1.103	1.502	1.179
14:80000001-80500000	14	80000001	80500000	1.135	1.511	1.13
14:80500001-81000000	14	80500001	81000000	1.041	1.375	1.047
14:81000001-81500000	14	81000001	81500000	1.035	1.405	0.968
14:81500001-82000000	14	81500001	82000000	1.006	1.387	0.98
14:82000001-82500000	14	82000001	82500000	0.948	1.406	1.026
14:82500001-83000000	14	82500001	83000000	1.044	1.415	1.142
14:83000001-83500000	14	83000001	83500000	1.025	1.402	1.042
14:84500001-85000000	14	84500001	85000000	0.987	1.331	1.005
14:85000001-85500000	14	85000001	85500000	1.109	1.425	1.053
14:85500001-86000000	14	85500001	86000000	1.059	1.442	1.026
14:86500001-87000000	14	86500001	87000000	1.025	1.518	1.086
14:87000001-87500000	14	87000001	87500000	1.032	1.396	1.11
14:87500001-88000000	14	87500001	88000000	0.961	1.413	1.048
14:88000001-88500000	14	88000001	88500000	1.095	1.417	1.074
14:88500001-89000000	14	88500001	89000000	1.071	1.383	1.116
14:89000001-89500000	14	89000001	89500000	0.992	1.387	0.959
14:89500001-90000000	14	89500001	90000000	0.957	1.471	0.993
14:90000001-90500000	14	90000001	90500000	1.058	1.344	1.148
14:90500001-91000000	14	90500001	91000000	0.977	1.411	1.084
14:91000001-91500000	14	91000001	91500000	1.05	1.285	0.986
14:91500001-92000000	14	91500001	92000000	0.983	1.29	1.026
14:92000001-92500000	14	92000001	92500000	1.078	1.41	1.064
14:92500001-93000000	14	92500001	93000000	1.032	1.238	0.996
14:93000001-93500000	14	93000001	93500000	1.04	1.347	1.054
14:93500001-94000000	14	93500001	94000000	1.074	1.44	1.086
14:94000001-94500000	14	94000001	94500000	1.073	1.387	1.043
14:94500001-95000000	14	94500001	95000000	1.086	1.412	1.01
14:95000001-95500000	14	95000001	95500000	1.018	1.353	1.065
14:95500001-96000000	14	95500001	96000000	1.129	1.356	1.099
14:96000001-96500000	14	96000001	96500000	1.035	1.28	1.061
14:96500001-97000000	14	96500001	97000000	1.058	1.376	0.956
14:97000001-97500000	14	97000001	97500000	1.152	1.453	1.147
14:97500001-98000000	14	97500001	98000000	1.119	1.469	1.116
14:98000001-98500000	14	98000001	98500000	1.124	1.632	1.072
14:98500001-99000000	14	98500001	99000000	0.979	1.518	1.091
14:99000001-99500000	14	99000001	99500000	1.023	1.44	0.961
14:99500001-100000000	14	99500001	100000000	1.054	1.279	1.019
14:100000001-100500000	14	100000001	100500000	0.99	1.3	0.988
14:100500001-101000000	14	100500001	101000000	1.048	1.364	0.968
14:101000001-101500000	14	101000001	101500000	1.107	1.381	1.061
14:101500001-102000000	14	101500001	102000000	1.106	1.341	1.019
14:102000001-102500000	14	102000001	102500000	1.027	1.23	0.953
14:102500001-103000000	14	102500001	103000000	1.006	1.19	0.987
14:103000001-103500000	14	103000001	103500000	0.954	1.093	0.941
14:103500001-104000000	14	103500001	104000000	0.97	1.603	1.08
14:104000001-104500000	14	104000001	104500000	1.002	2.031	1.113
14:104500001-105000000	14	104500001	105000000	1.16	1.962	1.12
14:105000001-105500000	14	105000001	105500000	1.136	1.993	1.218
15:23500001-24000000	15	23500001	24000000	0.902	1.152	0.932
15:24500001-25000000	15	24500001	25000000	1.001	1.006	1.033
15:25000001-25500000	15	25000001	25500000	1.005	1.132	1.001
15:26000001-26500000	15	26000001	26500000	1.049	1.828	1.107
15:26500001-27000000	15	26500001	27000000	1.013	1.458	1.07
15:27000001-27500000	15	27000001	27500000	0.957	1.589	1.109
15:27500001-28000000	15	27500001	28000000	1.002	1.595	1.016
15:29000001-29500000	15	29000001	29500000	1.087	1.466	1.075
15:29500001-30000000	15	29500001	30000000	1.121	1.437	0.997
15:31000001-31500000	15	31000001	31500000	1.001	1.072	0.905
15:31500001-32000000	15	31500001	32000000	1.012	1.095	1.149
15:33000001-33500000	15	33000001	33500000	1.071	1.203	1.069
15:33500001-34000000	15	33500001	34000000	1.034	1.205	1.158
15:34000001-34500000	15	34000001	34500000	0.883	0.89	1.009
15:35500001-36000000	15	35500001	36000000	1.171	1.226	1.13
15:36000001-36500000	15	36000001	36500000	0.978	1.253	1.076
15:36500001-37000000	15	36500001	37000000	1.098	1.21	1.064
15:37000001-37500000	15	37000001	37500000	1.14	1.14	1.111
15:37500001-38000000	15	37500001	38000000	1.156	1.216	0.986
15:38000001-38500000	15	38000001	38500000	1.069	1.117	1.007
15:38500001-39000000	15	38500001	39000000	1.118	1.091	1.097
15:39000001-39500000	15	39000001	39500000	1.118	1.158	1.035
15:39500001-40000000	15	39500001	40000000	1.041	1.044	1.035
15:40500001-41000000	15	40500001	41000000	1.027	1.014	0.947
15:41500001-42000000	15	41500001	42000000	1.01	1.037	1.015
15:42000001-42500000	15	42000001	42500000	0.961	1.031	1.011
15:42500001-43000000	15	42500001	43000000	0.992	1.073	1.11
15:43000001-43500000	15	43000001	43500000	1.064	1.203	1.002
15:44000001-44500000	15	44000001	44500000	1.074	1.09	1.043
15:45000001-45500000	15	45000001	45500000	1	1.038	1.016
15:45500001-46000000	15	45500001	46000000	1.172	1.09	0.953
15:46000001-46500000	15	46000001	46500000	1.005	1.189	0.966
15:46500001-47000000	15	46500001	47000000	1.045	1.216	1.021
15:47000001-47500000	15	47000001	47500000	1.094	1.107	1.046
15:47500001-48000000	15	47500001	48000000	1.18	1.239	1.109
15:48000001-48500000	15	48000001	48500000	1.061	1.189	1.12
15:48500001-49000000	15	48500001	49000000	1.004	1.297	1.064
15:49000001-49500000	15	49000001	49500000	1.088	1.117	1.069
15:49500001-50000000	15	49500001	50000000	0.975	1.286	1.041
15:50000001-50500000	15	50000001	50500000	1.1	1.139	0.966
15:50500001-51000000	15	50500001	51000000	0.958	1.063	0.961
15:51000001-51500000	15	51000001	51500000	1.093	1.231	1.092
15:51500001-52000000	15	51500001	52000000	1.107	1.097	1.064
15:52500001-53000000	15	52500001	53000000	1.027	1.187	1.088
15:53000001-53500000	15	53000001	53500000	1.107	1.315	1.13
15:53500001-54000000	15	53500001	54000000	1.057	1.198	0.995
15:54000001-54500000	15	54000001	54500000	1.104	1.14	1.05
15:55000001-55500000	15	55000001	55500000	1.056	1.086	0.987
15:55500001-56000000	15	55500001	56000000	0.98	1.119	1.014
15:56000001-56500000	15	56000001	56500000	1.153	1.145	1.084
15:56500001-57000000	15	56500001	57000000	1.03	1.146	1.083
15:57000001-57500000	15	57000001	57500000	0.963	1.089	0.924
15:57500001-58000000	15	57500001	58000000	0.998	1.224	1.049
15:58500001-59000000	15	58500001	59000000	0.992	1.078	1.022
15:59000001-59500000	15	59000001	59500000	0.99	1.121	1.092
15:59500001-60000000	15	59500001	60000000	1.027	1.101	1.022
15:60000001-60500000	15	60000001	60500000	0.995	1.13	1.035
15:60500001-61000000	15	60500001	61000000	0.991	1.247	1.1
15:61000001-61500000	15	61000001	61500000	1.005	1.17	1.122
15:61500001-62000000	15	61500001	62000000	1.129	1.212	1.035
15:62000001-62500000	15	62000001	62500000	1.044	1.125	1.133
15:62500001-63000000	15	62500001	63000000	1.027	1.137	1.131
15:63000001-63500000	15	63000001	63500000	0.936	1.036	0.915
15:63500001-64000000	15	63500001	64000000	1.076	1.149	0.977
15:64000001-64500000	15	64000001	64500000	0.95	1.085	0.972
15:64500001-65000000	15	64500001	65000000	0.939	0.992	0.974
15:65000001-65500000	15	65000001	65500000	1.147	1.075	1.076
15:65500001-66000000	15	65500001	66000000	1.024	1.125	1.011
15:66000001-66500000	15	66000001	66500000	0.993	1.139	1.096
15:66500001-67000000	15	66500001	67000000	1.032	1.144	1.083
15:67500001-68000000	15	67500001	68000000	1.058	1.106	0.993
15:68000001-68500000	15	68000001	68500000	0.97	1.074	0.919
15:68500001-69000000	15	68500001	69000000	1.039	1.155	1.018
15:69000001-69500000	15	69000001	69500000	1.051	1.164	0.994
15:69500001-70000000	15	69500001	70000000	1.074	1.137	1.102
15:70000001-70500000	15	70000001	70500000	1.021	1.161	1.048
15:70500001-71000000	15	70500001	71000000	1.078	1.133	1.141
15:71000001-71500000	15	71000001	71500000	1.187	1.523	1.233
15:71500001-72000000	15	71500001	72000000	1.45	1.32	1.193
15:72000001-72500000	15	72000001	72500000	0.92	0.983	1.021
15:72500001-73000000	15	72500001	73000000	1.063	1.045	1.023
15:73000001-73500000	15	73000001	73500000	1.181	1.272	1.087
15:73500001-74000000	15	73500001	74000000	1.154	1.18	1.085
15:74000001-74500000	15	74000001	74500000	1.132	1.528	1.252
15:74500001-75000000	15	74500001	75000000	0.888	1.09	1.059
15:75500001-76000000	15	75500001	76000000	1.081	1.073	1.072
15:76000001-76500000	15	76000001	76500000	1.073	1.143	1.06
15:76500001-77000000	15	76500001	77000000	1.061	1.039	1.086
15:77000001-77500000	15	77000001	77500000	1.01	1.117	1.037
15:77500001-78000000	15	77500001	78000000	1.073	1.258	1.21
15:78000001-78500000	15	78000001	78500000	1.044	0.992	1.008
15:78500001-79000000	15	78500001	79000000	1.005	1.081	1.144
15:79000001-79500000	15	79000001	79500000	1.135	1.201	1.061
15:79500001-80000000	15	79500001	80000000	1.101	1.115	1
15:80000001-80500000	15	80000001	80500000	0.916	1.223	1.072
15:80500001-81000000	15	80500001	81000000	0.956	1.16	1.043
15:81000001-81500000	15	81000001	81500000	1.029	1.245	1.07
15:81500001-82000000	15	81500001	82000000	1.181	1.151	1.11
15:82500001-83000000	15	82500001	83000000	1.006	1.05	1.076
15:83000001-83500000	15	83000001	83500000	0.985	1.098	1.141
15:83500001-84000000	15	83500001	84000000	1.135	1.156	1.028
15:84500001-85000000	15	84500001	85000000	1.081	1.073	1.089
15:85500001-86000000	15	85500001	86000000	0.985	1.097	0.969
15:86000001-86500000	15	86000001	86500000	1.165	1.172	1.118
15:86500001-87000000	15	86500001	87000000	0.992	1.25	1.064
15:87000001-87500000	15	87000001	87500000	1.071	1.145	1.165
15:87500001-88000000	15	87500001	88000000	1.049	1.294	1.052
15:88000001-88500000	15	88000001	88500000	1.095	1.24	1.132
15:88500001-89000000	15	88500001	89000000	1.068	1.156	1.109
15:89000001-89500000	15	89000001	89500000	0.986	1.146	1.052
15:89500001-90000000	15	89500001	90000000	1.049	1.07	1.065
15:90000001-90500000	15	90000001	90500000	1.011	0.976	0.977
15:90500001-91000000	15	90500001	91000000	1.027	1.029	0.939
15:91000001-91500000	15	91000001	91500000	1.095	1.11	1.09
15:92000001-92500000	15	92000001	92500000	1.049	1.215	1.114
15:92500001-93000000	15	92500001	93000000	1.001	1.057	0.993
15:93000001-93500000	15	93000001	93500000	1.03	1.186	1.043
15:93500001-94000000	15	93500001	94000000	1.151	1.25	1.074
15:94000001-94500000	15	94000001	94500000	0.987	1.2	0.998
15:94500001-95000000	15	94500001	95000000	1.017	1.175	1.069
15:95000001-95500000	15	95000001	95500000	1.071	1.258	1.039
15:95500001-96000000	15	95500001	96000000	1.131	1.25	0.987
15:96000001-96500000	15	96000001	96500000	0.964	1.137	1
15:96500001-97000000	15	96500001	97000000	1.064	1.207	1.085
15:97000001-97500000	15	97000001	97500000	1.057	1.119	0.942
15:97500001-98000000	15	97500001	98000000	0.975	1.198	0.992
15:98000001-98500000	15	98000001	98500000	1.099	1.138	1.066
15:98500001-99000000	15	98500001	99000000	0.976	1.105	0.952
15:99000001-99500000	15	99000001	99500000	0.959	1.089	0.951
15:99500001-100000000	15	99500001	100000000	0.994	1.047	0.977
15:100000001-100500000	15	100000001	100500000	1.109	1.106	1.123
15:100500001-101000000	15	100500001	101000000	1.07	1.151	1.056
15:101000001-101500000	15	101000001	101500000	0.966	1.088	1.003
16:1-500000	16	1	500000	1.047	1.378	1.051
16:500001-1000000	16	500001	1000000	1.088	1.499	1.044
16:1000001-1500000	16	1000001	1500000	1.197	1.519	1.033
16:1500001-2000000	16	1500001	2000000	0.999	1.354	0.986
16:2000001-2500000	16	2000001	2500000	1.183	1.443	1.148
16:3500001-4000000	16	3500001	4000000	0.99	1.18	0.979
16:4000001-4500000	16	4000001	4500000	1.015	1.25	1.012
16:4500001-5000000	16	4500001	5000000	0.972	1.185	1.036
16:5500001-6000000	16	5500001	6000000	1.022	1.471	1.099
16:6000001-6500000	16	6000001	6500000	1.055	1.399	0.955
16:6500001-7000000	16	6500001	7000000	1.027	1.383	1.105
16:7000001-7500000	16	7000001	7500000	1.017	1.404	1.05
16:7500001-8000000	16	7500001	8000000	1.075	1.467	1.062
16:8000001-8500000	16	8000001	8500000	0.913	1.44	1.065
16:8500001-9000000	16	8500001	9000000	0.955	1.232	1.045
16:9000001-9500000	16	9000001	9500000	0.953	1.28	1.01
16:9500001-10000000	16	9500001	10000000	1.128	1.49	1.072
16:10000001-10500000	16	10000001	10500000	0.978	1.357	1.072
16:11000001-11500000	16	11000001	11500000	0.97	1.309	1.048
16:11500001-12000000	16	11500001	12000000	1.067	1.24	1.058
16:12000001-12500000	16	12000001	12500000	1.024	1.501	1.109
16:12500001-13000000	16	12500001	13000000	0.953	1.282	1.004
16:13000001-13500000	16	13000001	13500000	1.227	1.548	1.179
16:13500001-14000000	16	13500001	14000000	1.097	1.516	1.051
16:14000001-14500000	16	14000001	14500000	1.002	1.285	0.994
16:15500001-16000000	16	15500001	16000000	0.989	1.275	0.967
16:17000001-17500000	16	17000001	17500000	0.997	1.31	0.982
16:17500001-18000000	16	17500001	18000000	1.11	1.482	1.141
16:19000001-19500000	16	19000001	19500000	0.879	1.121	1.022
16:19500001-20000000	16	19500001	20000000	0.988	1.294	0.927
16:20000001-20500000	16	20000001	20500000	1.046	1.467	1.193
16:22000001-22500000	16	22000001	22500000	0.999	1.257	1.14
16:23000001-23500000	16	23000001	23500000	1.012	1.436	1.103
16:23500001-24000000	16	23500001	24000000	0.999	1.388	1.039
16:24000001-24500000	16	24000001	24500000	0.892	1.384	1.076
16:24500001-25000000	16	24500001	25000000	1.006	1.274	1.172
16:25000001-25500000	16	25000001	25500000	1.11	1.239	1.048
16:25500001-26000000	16	25500001	26000000	1.029	1.446	1.022
16:26000001-26500000	16	26000001	26500000	1.086	1.525	1.193
16:26500001-27000000	16	26500001	27000000	1.064	1.501	1.107
16:27000001-27500000	16	27000001	27500000	1.014	1.404	1.051
16:27500001-28000000	16	27500001	28000000	1.059	1.495	1.112
16:30500001-31000000	16	30500001	31000000	0.929	1.227	0.955
16:31000001-31500000	16	31000001	31500000	1.058	1.326	1.07
16:46500001-47000000	16	46500001	47000000	0.849	0.744	0.921
16:47000001-47500000	16	47000001	47500000	0.951	0.822	1.039
16:47500001-48000000	16	47500001	48000000	1.027	0.793	1.033
16:48000001-48500000	16	48000001	48500000	0.961	0.773	0.97
16:48500001-49000000	16	48500001	49000000	0.945	0.797	0.961
16:49000001-49500000	16	49000001	49500000	1.061	0.84	1.003
16:49500001-50000000	16	49500001	50000000	1.025	0.812	0.992
16:50000001-50500000	16	50000001	50500000	0.938	0.785	0.958
16:50500001-51000000	16	50500001	51000000	0.994	0.848	1.025
16:51000001-51500000	16	51000001	51500000	0.993	0.928	0.954
16:51500001-52000000	16	51500001	52000000	1.03	0.949	1.019
16:52000001-52500000	16	52000001	52500000	0.967	0.801	0.942
16:52500001-53000000	16	52500001	53000000	1.041	0.839	0.925
16:53000001-53500000	16	53000001	53500000	0.934	0.759	0.975
16:53500001-54000000	16	53500001	54000000	1.084	0.834	0.946
16:54000001-54500000	16	54000001	54500000	0.899	0.815	1.028
16:54500001-55000000	16	54500001	55000000	0.98	0.805	1.054
16:55000001-55500000	16	55000001	55500000	0.958	0.914	0.999
16:55500001-56000000	16	55500001	56000000	0.918	0.837	1.006
16:56000001-56500000	16	56000001	56500000	1.005	0.9	1.019
16:56500001-57000000	16	56500001	57000000	1.016	0.694	1.052
16:57000001-57500000	16	57000001	57500000	0.978	0.76	0.906
16:57500001-58000000	16	57500001	58000000	1.069	0.847	0.929
16:58000001-58500000	16	58000001	58500000	0.961	0.798	0.951
16:58500001-59000000	16	58500001	59000000	0.928	0.721	0.961
16:59000001-59500000	16	59000001	59500000	0.964	0.904	1.057
16:59500001-60000000	16	59500001	60000000	0.989	0.902	1.025
16:60500001-61000000	16	60500001	61000000	1.017	0.85	1.027
16:61000001-61500000	16	61000001	61500000	0.921	0.869	0.975
16:61500001-62000000	16	61500001	62000000	1.01	0.825	0.943
16:62000001-62500000	16	62000001	62500000	0.872	0.806	0.94
16:62500001-63000000	16	62500001	63000000	0.929	0.788	0.994
16:63000001-63500000	16	63000001	63500000	0.892	0.838	0.961
16:63500001-64000000	16	63500001	64000000	1.072	0.815	1.011
16:64000001-64500000	16	64000001	64500000	1.032	0.868	0.999
16:64500001-65000000	16	64500001	65000000	1.016	0.894	0.998
16:65000001-65500000	16	65000001	65500000	0.955	0.835	0.966
16:66000001-66500000	16	66000001	66500000	1.021	0.879	1.082
16:66500001-67000000	16	66500001	67000000	0.983	0.833	1.021
16:67000001-67500000	16	67000001	67500000	0.994	0.796	0.942
16:68000001-68500000	16	68000001	68500000	0.929	0.744	1.051
16:68500001-69000000	16	68500001	69000000	1.062	0.692	1.051
16:69500001-70000000	16	69500001	70000000	1.024	0.764	1.018
16:71500001-72000000	16	71500001	72000000	0.925	0.691	1.012
16:72000001-72500000	16	72000001	72500000	1.004	0.925	1.004
16:72500001-73000000	16	72500001	73000000	1.068	0.863	0.968
16:73500001-74000000	16	73500001	74000000	0.958	0.921	1.015
16:74000001-74500000	16	74000001	74500000	0.932	0.798	0.978
16:74500001-75000000	16	74500001	75000000	0.972	0.742	0.967
16:75000001-75500000	16	75000001	75500000	0.957	0.756	0.962
16:75500001-76000000	16	75500001	76000000	0.933	0.803	0.917
16:76000001-76500000	16	76000001	76500000	0.965	0.856	0.991
16:76500001-77000000	16	76500001	77000000	1.004	0.851	0.956
16:77000001-77500000	16	77000001	77500000	1.007	0.786	0.974
16:77500001-78000000	16	77500001	78000000	1.046	0.958	0.955
16:78000001-78500000	16	78000001	78500000	0.994	0.747	0.86
16:78500001-79000000	16	78500001	79000000	0.999	0.805	0.942
16:79000001-79500000	16	79000001	79500000	1.012	0.806	0.986
16:79500001-80000000	16	79500001	80000000	0.972	0.915	0.986
16:80000001-80500000	16	80000001	80500000	1.025	0.882	1.013
16:80500001-81000000	16	80500001	81000000	0.931	0.8	1.04
16:81000001-81500000	16	81000001	81500000	0.885	0.812	0.911
16:81500001-82000000	16	81500001	82000000	0.999	0.81	0.927
16:82500001-83000000	16	82500001	83000000	0.959	0.916	1.062
16:83000001-83500000	16	83000001	83500000	1.009	0.933	0.989
16:83500001-84000000	16	83500001	84000000	0.905	0.794	1.011
16:84000001-84500000	16	84000001	84500000	1.019	0.766	0.957
16:84500001-85000000	16	84500001	85000000	0.981	0.738	0.96
16:85000001-85500000	16	85000001	85500000	0.971	0.779	0.986
16:85500001-86000000	16	85500001	86000000	0.935	0.791	0.977
16:86000001-86500000	16	86000001	86500000	0.941	0.963	1.079
16:86500001-87000000	16	86500001	87000000	1.034	0.865	0.976
16:87000001-87500000	16	87000001	87500000	0.941	0.871	0.956
16:87500001-88000000	16	87500001	88000000	1.122	0.855	1.084
16:88500001-89000000	16	88500001	89000000	0.936	0.829	0.925
16:89000001-89500000	16	89000001	89500000	0.947	0.779	0.976
16:89500001-90000000	16	89500001	90000000	0.917	0.856	0.988
17:500001-1000000	17	500001	1000000	1.086	0.835	1.062
17:1000001-1500000	17	1000001	1500000	1.129	0.945	1.079
17:1500001-2000000	17	1500001	2000000	1.004	0.74	0.945
17:2000001-2500000	17	2000001	2500000	0.998	0.757	0.923
17:2500001-3000000	17	2500001	3000000	0.985	0.761	1.079
17:3500001-4000000	17	3500001	4000000	1.068	0.841	1.152
17:4000001-4500000	17	4000001	4500000	1.002	0.734	0.92
17:4500001-5000000	17	4500001	5000000	0.925	0.86	0.978
17:5000001-5500000	17	5000001	5500000	0.867	0.783	0.975
17:5500001-6000000	17	5500001	6000000	0.951	0.941	1.065
17:6000001-6500000	17	6000001	6500000	1.094	0.898	1.027
17:6500001-7000000	17	6500001	7000000	1.07	0.791	1.123
17:7000001-7500000	17	7000001	7500000	1.049	0.735	0.957
17:7500001-8000000	17	7500001	8000000	0.902	0.799	0.928
17:8000001-8500000	17	8000001	8500000	0.971	0.762	0.868
17:8500001-9000000	17	8500001	9000000	1.055	0.892	0.975
17:9000001-9500000	17	9000001	9500000	1.044	0.852	1.084
17:9500001-10000000	17	9500001	10000000	1.121	1.007	0.978
17:10000001-10500000	17	10000001	10500000	1.056	0.912	1.001
17:10500001-11000000	17	10500001	11000000	0.956	0.924	1.063
17:11000001-11500000	17	11000001	11500000	0.942	0.971	0.995
17:11500001-12000000	17	11500001	12000000	1.139	0.859	1.013
17:12000001-12500000	17	12000001	12500000	1.089	0.894	0.996
17:12500001-13000000	17	12500001	13000000	1.015	0.924	0.994
17:13000001-13500000	17	13000001	13500000	1.03	0.852	1.009
17:13500001-14000000	17	13500001	14000000	1.05	0.847	1.019
17:14500001-15000000	17	14500001	15000000	1.038	0.893	0.988
17:15000001-15500000	17	15000001	15500000	1.044	0.877	0.981
17:16000001-16500000	17	16000001	16500000	0.894	0.839	0.98
17:17000001-17500000	17	17000001	17500000	0.992	0.721	1.021
17:17500001-18000000	17	17500001	18000000	0.975	0.848	0.962
17:21000001-21500000	17	21000001	21500000	1.175	2.184	1.177
17:27000001-27500000	17	27000001	27500000	1.036	1.413	1.118
17:27500001-28000000	17	27500001	28000000	1.139	1.621	1.053
17:28000001-28500000	17	28000001	28500000	1.093	1.47	1.121
17:28500001-29000000	17	28500001	29000000	1.09	1.473	1.071
17:29000001-29500000	17	29000001	29500000	1.106	1.517	1.12
17:29500001-30000000	17	29500001	30000000	0.971	1.484	0.946
17:30000001-30500000	17	30000001	30500000	0.919	1.626	0.991
17:31000001-31500000	17	31000001	31500000	0.987	1.6	1.1
17:31500001-32000000	17	31500001	32000000	1.21	1.381	1.037
17:32500001-33000000	17	32500001	33000000	1.2	1.647	1.048
17:33000001-33500000	17	33000001	33500000	1.144	1.879	1.175
17:33500001-34000000	17	33500001	34000000	1.093	1.774	1.095
17:34000001-34500000	17	34000001	34500000	1.24	1.729	1.23
17:34500001-35000000	17	34500001	35000000	1.248	2.056	1.17
17:35000001-35500000	17	35000001	35500000	1.023	1.922	1.147
17:36500001-37000000	17	36500001	37000000	1.114	1.612	1.124
17:37000001-37500000	17	37000001	37500000	1.062	1.435	1
17:38500001-39000000	17	38500001	39000000	1.042	1.213	1.051
17:39000001-39500000	17	39000001	39500000	1.067	1.18	1.051
17:39500001-40000000	17	39500001	40000000	0.997	1.153	0.983
17:40000001-40500000	17	40000001	40500000	1.081	1.131	1.052
