feature	chromosome	start	end	SLX-16150.D711tp_D503tp.HC22VBBXY.s_3.r_1	SLX-16150.D712tp_D504tp.HC22VBBXY.s_3.r_1	SLX-17921.D709tp_D507tp.H5J55BBXY.s_8.r_1
4:124500001-125000000	4	124500001	125000000	1.008	0.927	0.985
4:125000001-125500000	4	125000001	125500000	1.027	0.999	1.008
4:125500001-126000000	4	125500001	126000000	0.92	0.9	0.985
4:126000001-126500000	4	126000001	126500000	0.97	0.962	0.88
4:126500001-127000000	4	126500001	127000000	1.01	0.872	0.932
4:127000001-127500000	4	127000001	127500000	1.064	1.012	1.058
4:127500001-128000000	4	127500001	128000000	0.978	1.151	1.026
4:128500001-129000000	4	128500001	129000000	0.985	1.09	1.065
4:129000001-129500000	4	129000001	129500000	1.011	0.993	0.96
4:129500001-130000000	4	129500001	130000000	0.996	0.952	1.019
4:130000001-130500000	4	130000001	130500000	1.045	0.932	0.932
4:130500001-131000000	4	130500001	131000000	0.909	0.958	0.893
4:131000001-131500000	4	131000001	131500000	0.939	1.064	0.961
4:132000001-132500000	4	132000001	132500000	0.945	0.982	1.066
4:132500001-133000000	4	132500001	133000000	0.989	1.04	0.911
4:133000001-133500000	4	133000001	133500000	0.916	0.93	0.942
4:133500001-134000000	4	133500001	134000000	0.942	0.972	1.118
4:134000001-134500000	4	134000001	134500000	0.954	0.921	0.94
4:134500001-135000000	4	134500001	135000000	0.968	0.925	1.001
4:135000001-135500000	4	135000001	135500000	0.943	0.99	0.989
4:135500001-136000000	4	135500001	136000000	1.066	0.953	1.075
4:136000001-136500000	4	136000001	136500000	0.923	0.996	0.995
4:136500001-137000000	4	136500001	137000000	1.006	0.979	1.04
4:137000001-137500000	4	137000001	137500000	1.039	1.077	1.019
4:137500001-138000000	4	137500001	138000000	1.044	1.022	1.087
4:138000001-138500000	4	138000001	138500000	1.001	0.965	0.987
4:138500001-139000000	4	138500001	139000000	0.983	0.943	1.137
4:139000001-139500000	4	139000001	139500000	0.994	0.852	0.993
4:139500001-140000000	4	139500001	140000000	1.07	0.99	0.955
4:140000001-140500000	4	140000001	140500000	1.029	0.987	1.059
4:141000001-141500000	4	141000001	141500000	1.005	1.042	1.042
4:141500001-142000000	4	141500001	142000000	1.019	0.982	1.029
4:142000001-142500000	4	142000001	142500000	0.931	1.128	1.003
4:142500001-143000000	4	142500001	143000000	1.031	1.099	1.024
4:144500001-145000000	4	144500001	145000000	1.029	0.975	0.998
4:145000001-145500000	4	145000001	145500000	0.937	1.073	0.954
4:145500001-146000000	4	145500001	146000000	1.052	0.998	1.053
4:146000001-146500000	4	146000001	146500000	0.921	0.971	1.063
4:146500001-147000000	4	146500001	147000000	1.038	1.115	1.089
4:147000001-147500000	4	147000001	147500000	1.073	1	1.064
4:147500001-148000000	4	147500001	148000000	0.955	0.991	0.974
4:148000001-148500000	4	148000001	148500000	0.969	1.001	1.073
4:148500001-149000000	4	148500001	149000000	1.056	0.971	1.076
4:149000001-149500000	4	149000001	149500000	1.051	0.94	1.026
4:149500001-150000000	4	149500001	150000000	0.996	1.09	0.961
4:150000001-150500000	4	150000001	150500000	0.958	0.95	1.013
4:150500001-151000000	4	150500001	151000000	0.979	0.939	0.945
4:151000001-151500000	4	151000001	151500000	0.955	1.033	0.995
4:151500001-152000000	4	151500001	152000000	1.1	1.105	1.033
4:152000001-152500000	4	152000001	152500000	0.945	1.04	0.969
4:152500001-153000000	4	152500001	153000000	0.978	0.968	1.023
4:153000001-153500000	4	153000001	153500000	0.969	0.958	0.988
4:153500001-154000000	4	153500001	154000000	0.936	1.021	0.999
4:154000001-154500000	4	154000001	154500000	1.091	1.105	1.052
4:154500001-155000000	4	154500001	155000000	0.999	0.909	1.112
4:155500001-156000000	4	155500001	156000000	1.042	0.974	1.056
4:156000001-156500000	4	156000001	156500000	1.02	0.941	1.003
4:156500001-157000000	4	156500001	157000000	1.104	1.039	1.037
4:157000001-157500000	4	157000001	157500000	0.967	0.984	1.068
4:158000001-158500000	4	158000001	158500000	0.977	0.895	1.023
4:158500001-159000000	4	158500001	159000000	0.973	0.971	0.98
4:159000001-159500000	4	159000001	159500000	0.983	1.007	0.944
4:159500001-160000000	4	159500001	160000000	0.954	0.99	0.985
4:160500001-161000000	4	160500001	161000000	1.022	0.988	0.95
4:162500001-163000000	4	162500001	163000000	1.058	0.862	0.937
4:163000001-163500000	4	163000001	163500000	1.139	1.002	1.04
4:163500001-164000000	4	163500001	164000000	1.083	0.921	0.985
4:164000001-164500000	4	164000001	164500000	1.015	1.118	0.916
4:164500001-165000000	4	164500001	165000000	1.14	1.048	0.916
4:165000001-165500000	4	165000001	165500000	1.052	0.917	0.974
4:165500001-166000000	4	165500001	166000000	1.012	1.073	0.971
4:166000001-166500000	4	166000001	166500000	1.049	1.017	0.877
4:166500001-167000000	4	166500001	167000000	1.092	1.032	1.051
4:167000001-167500000	4	167000001	167500000	1.038	1.085	1.023
4:167500001-168000000	4	167500001	168000000	0.816	0.939	1
4:168000001-168500000	4	168000001	168500000	1.047	0.985	0.951
4:168500001-169000000	4	168500001	169000000	1.027	1.016	1.059
4:169000001-169500000	4	169000001	169500000	0.98	0.912	0.99
4:169500001-170000000	4	169500001	170000000	0.981	1.003	1.006
4:170000001-170500000	4	170000001	170500000	1.108	0.964	1.089
4:170500001-171000000	4	170500001	171000000	1.135	1.062	1.005
4:171000001-171500000	4	171000001	171500000	1.105	1.047	0.987
4:171500001-172000000	4	171500001	172000000	1.019	0.909	1.131
4:172500001-173000000	4	172500001	173000000	0.925	1.035	1.031
4:173000001-173500000	4	173000001	173500000	0.979	0.992	0.89
4:173500001-174000000	4	173500001	174000000	1.045	0.978	0.941
4:174000001-174500000	4	174000001	174500000	1.023	1.002	1.153
4:174500001-175000000	4	174500001	175000000	0.996	1.058	1.117
4:175000001-175500000	4	175000001	175500000	1.059	0.987	0.96
4:175500001-176000000	4	175500001	176000000	1.09	1.068	0.977
4:176000001-176500000	4	176000001	176500000	1.126	0.932	0.995
4:176500001-177000000	4	176500001	177000000	0.96	1.077	1.057
4:177000001-177500000	4	177000001	177500000	0.991	0.958	0.931
4:177500001-178000000	4	177500001	178000000	0.984	0.982	1.064
4:178000001-178500000	4	178000001	178500000	1.107	0.996	0.958
4:178500001-179000000	4	178500001	179000000	1.11	1.009	0.955
4:179500001-180000000	4	179500001	180000000	1	0.887	0.952
4:180000001-180500000	4	180000001	180500000	1.038	1.058	0.995
4:180500001-181000000	4	180500001	181000000	1.011	1.053	0.929
4:181000001-181500000	4	181000001	181500000	1.019	0.971	0.925
4:181500001-182000000	4	181500001	182000000	0.951	1.037	0.963
4:182000001-182500000	4	182000001	182500000	1.043	0.894	1.032
4:182500001-183000000	4	182500001	183000000	1.046	0.979	1.005
4:183500001-184000000	4	183500001	184000000	0.961	1.032	0.991
4:184000001-184500000	4	184000001	184500000	0.755	0.998	0.936
4:184500001-185000000	4	184500001	185000000	0.97	0.934	0.985
4:185000001-185500000	4	185000001	185500000	0.967	1.065	0.922
4:185500001-186000000	4	185500001	186000000	0.901	1.037	0.896
4:186000001-186500000	4	186000001	186500000	0.931	1.092	1.016
4:186500001-187000000	4	186500001	187000000	1.001	0.952	0.968
4:187000001-187500000	4	187000001	187500000	0.947	0.862	0.993
4:187500001-188000000	4	187500001	188000000	0.977	0.904	0.953
4:188500001-189000000	4	188500001	189000000	0.886	0.905	0.941
4:189000001-189500000	4	189000001	189500000	0.952	0.932	1.076
5:500001-1000000	5	500001	1000000	1.1	0.939	1.039
5:1000001-1500000	5	1000001	1500000	1.027	1.134	1.08
5:1500001-2000000	5	1500001	2000000	0.99	1.063	1.062
5:2000001-2500000	5	2000001	2500000	1.13	0.918	0.954
5:2500001-3000000	5	2500001	3000000	0.842	0.989	0.962
5:3000001-3500000	5	3000001	3500000	0.95	0.982	0.923
5:4000001-4500000	5	4000001	4500000	0.983	0.965	1.036
5:4500001-5000000	5	4500001	5000000	0.918	1.002	0.955
5:5500001-6000000	5	5500001	6000000	0.977	1.026	0.81
5:6000001-6500000	5	6000001	6500000	0.991	0.966	1.058
5:6500001-7000000	5	6500001	7000000	0.939	1.039	1.023
5:7000001-7500000	5	7000001	7500000	0.918	1.011	1.064
5:7500001-8000000	5	7500001	8000000	0.922	0.923	0.979
5:8000001-8500000	5	8000001	8500000	0.873	0.864	1.033
5:9000001-9500000	5	9000001	9500000	0.996	0.92	1.062
5:9500001-10000000	5	9500001	10000000	1.066	1.002	1.008
5:10000001-10500000	5	10000001	10500000	0.937	0.957	1.008
5:10500001-11000000	5	10500001	11000000	1.004	0.978	0.901
5:11000001-11500000	5	11000001	11500000	1.029	1.025	1.079
5:11500001-12000000	5	11500001	12000000	0.962	0.972	0.967
5:12000001-12500000	5	12000001	12500000	0.957	0.941	1.019
5:12500001-13000000	5	12500001	13000000	1.055	1.014	0.974
5:13000001-13500000	5	13000001	13500000	0.963	0.919	0.889
5:13500001-14000000	5	13500001	14000000	0.86	0.977	0.958
5:14000001-14500000	5	14000001	14500000	1.007	1.096	0.994
5:14500001-15000000	5	14500001	15000000	1.034	1.018	0.842
5:15000001-15500000	5	15000001	15500000	0.874	0.957	0.989
5:15500001-16000000	5	15500001	16000000	1.018	0.984	0.955
5:16000001-16500000	5	16000001	16500000	1.019	1.019	1
5:16500001-17000000	5	16500001	17000000	1.022	1.081	0.982
5:17000001-17500000	5	17000001	17500000	1.038	1.043	0.958
5:17500001-18000000	5	17500001	18000000	0.934	1.149	1.023
5:18000001-18500000	5	18000001	18500000	0.949	1.067	0.936
5:18500001-19000000	5	18500001	19000000	0.909	0.9	0.888
5:19000001-19500000	5	19000001	19500000	0.942	1.001	0.995
5:19500001-20000000	5	19500001	20000000	1.044	1.012	0.936
5:20000001-20500000	5	20000001	20500000	0.934	1.053	0.962
5:21500001-22000000	5	21500001	22000000	0.928	1.015	1.06
5:22000001-22500000	5	22000001	22500000	0.918	0.89	0.864
5:22500001-23000000	5	22500001	23000000	0.948	0.921	0.925
5:23000001-23500000	5	23000001	23500000	0.966	0.99	1.019
5:23500001-24000000	5	23500001	24000000	0.863	0.818	1.025
5:24000001-24500000	5	24000001	24500000	1.026	0.976	0.971
5:24500001-25000000	5	24500001	25000000	0.91	0.925	0.953
5:25000001-25500000	5	25000001	25500000	0.937	1.066	1.013
5:25500001-26000000	5	25500001	26000000	0.947	0.955	0.888
5:26000001-26500000	5	26000001	26500000	1.086	0.867	0.917
5:26500001-27000000	5	26500001	27000000	0.901	0.958	1
5:27000001-27500000	5	27000001	27500000	1.016	1.017	1.057
5:27500001-28000000	5	27500001	28000000	0.912	0.865	0.963
5:28000001-28500000	5	28000001	28500000	1.064	0.987	1.036
5:28500001-29000000	5	28500001	29000000	1.046	1.017	0.935
5:29000001-29500000	5	29000001	29500000	1.03	0.905	1.114
5:29500001-30000000	5	29500001	30000000	0.895	0.875	0.89
5:30000001-30500000	5	30000001	30500000	1.1	1.115	1.074
5:30500001-31000000	5	30500001	31000000	0.929	1.018	1.029
5:31000001-31500000	5	31000001	31500000	0.915	1.056	0.989
5:31500001-32000000	5	31500001	32000000	0.964	1.038	0.905
5:32000001-32500000	5	32000001	32500000	0.916	0.886	1.029
5:33000001-33500000	5	33000001	33500000	1.074	0.932	1.043
5:33500001-34000000	5	33500001	34000000	0.996	1.062	0.97
5:34500001-35000000	5	34500001	35000000	1.158	0.972	0.99
5:35000001-35500000	5	35000001	35500000	1.091	1.016	1.057
5:35500001-36000000	5	35500001	36000000	1.014	0.96	0.973
5:36000001-36500000	5	36000001	36500000	0.939	0.959	1.065
5:36500001-37000000	5	36500001	37000000	0.89	1.093	1.103
5:37500001-38000000	5	37500001	38000000	1.173	1.016	1.018
5:38000001-38500000	5	38000001	38500000	1.034	0.941	0.998
5:38500001-39000000	5	38500001	39000000	0.997	1.056	1.031
5:39000001-39500000	5	39000001	39500000	0.883	0.96	0.959
5:39500001-40000000	5	39500001	40000000	1.066	0.984	1.021
5:40000001-40500000	5	40000001	40500000	1.027	1.026	1.002
5:40500001-41000000	5	40500001	41000000	0.911	1.033	1.014
5:41000001-41500000	5	41000001	41500000	1.123	1.007	1.095
5:41500001-42000000	5	41500001	42000000	1.06	0.914	0.985
5:42000001-42500000	5	42000001	42500000	1.05	0.952	0.959
5:42500001-43000000	5	42500001	43000000	1.023	0.986	0.98
5:43000001-43500000	5	43000001	43500000	1.012	1.052	0.975
5:43500001-44000000	5	43500001	44000000	1.014	1.145	0.944
5:44000001-44500000	5	44000001	44500000	0.958	0.902	0.945
5:44500001-45000000	5	44500001	45000000	1.039	0.932	0.962
5:45000001-45500000	5	45000001	45500000	1.001	1.013	1.06
5:50500001-51000000	5	50500001	51000000	0.913	1.132	1.114
5:51000001-51500000	5	51000001	51500000	1.039	0.925	1.051
5:51500001-52000000	5	51500001	52000000	0.938	1.04	1.017
5:52000001-52500000	5	52000001	52500000	1.038	1.064	1.003
5:52500001-53000000	5	52500001	53000000	1	1.144	0.961
5:53000001-53500000	5	53000001	53500000	1.033	1.071	1.106
5:53500001-54000000	5	53500001	54000000	1.105	1.19	0.965
5:54000001-54500000	5	54000001	54500000	1.172	0.957	1.122
5:54500001-55000000	5	54500001	55000000	1.067	1.097	1.091
5:55000001-55500000	5	55000001	55500000	0.937	0.968	1.111
5:55500001-56000000	5	55500001	56000000	0.893	0.983	1.113
5:56000001-56500000	5	56000001	56500000	1.173	0.971	1.005
5:56500001-57000000	5	56500001	57000000	0.966	1.004	1.109
5:57000001-57500000	5	57000001	57500000	0.87	0.984	1.09
5:57500001-58000000	5	57500001	58000000	0.987	1.007	1.061
5:58000001-58500000	5	58000001	58500000	0.908	1.061	1.039
5:58500001-59000000	5	58500001	59000000	1.022	1.053	1.044
5:59000001-59500000	5	59000001	59500000	0.988	0.975	1.109
5:59500001-60000000	5	59500001	60000000	0.971	0.966	1.078
5:60000001-60500000	5	60000001	60500000	0.999	1.208	1.117
5:61000001-61500000	5	61000001	61500000	1.033	1.065	1.085
5:61500001-62000000	5	61500001	62000000	1.072	0.962	1.021
5:62000001-62500000	5	62000001	62500000	1.062	1.006	1.023
5:62500001-63000000	5	62500001	63000000	1.037	1.087	0.987
5:63000001-63500000	5	63000001	63500000	1.043	0.922	1.014
5:63500001-64000000	5	63500001	64000000	1.161	1.086	1.038
5:64000001-64500000	5	64000001	64500000	1.106	1.258	0.928
5:64500001-65000000	5	64500001	65000000	0.947	1.085	0.929
5:65000001-65500000	5	65000001	65500000	1.053	0.99	1.031
5:65500001-66000000	5	65500001	66000000	0.885	1.004	0.913
5:66500001-67000000	5	66500001	67000000	0.999	0.999	0.944
5:67000001-67500000	5	67000001	67500000	1	0.981	0.99
5:67500001-68000000	5	67500001	68000000	1.057	1.129	1.103
5:68000001-68500000	5	68000001	68500000	0.992	1.029	0.917
5:68500001-69000000	5	68500001	69000000	1.049	1.003	0.99
5:69000001-69500000	5	69000001	69500000	0.823	0.906	0.914
5:71500001-72000000	5	71500001	72000000	0.934	1.081	1.043
5:72000001-72500000	5	72000001	72500000	0.974	0.997	1.057
5:72500001-73000000	5	72500001	73000000	0.882	1.05	0.978
5:73000001-73500000	5	73000001	73500000	0.919	0.932	0.99
5:74000001-74500000	5	74000001	74500000	0.983	1.049	1.051
5:74500001-75000000	5	74500001	75000000	0.999	1.013	0.95
5:75000001-75500000	5	75000001	75500000	1.117	1.051	0.933
5:75500001-76000000	5	75500001	76000000	1.028	1.09	1.037
5:76000001-76500000	5	76000001	76500000	1.093	1.234	1.109
5:76500001-77000000	5	76500001	77000000	0.854	1.008	1.054
5:77000001-77500000	5	77000001	77500000	0.933	1.127	1.049
5:77500001-78000000	5	77500001	78000000	1.055	1.017	1.078
5:78000001-78500000	5	78000001	78500000	1.048	1.022	0.997
5:78500001-79000000	5	78500001	79000000	1.119	1.057	1.027
5:79500001-80000000	5	79500001	80000000	1.003	0.93	1.067
5:80000001-80500000	5	80000001	80500000	1.005	0.936	1.092
5:81000001-81500000	5	81000001	81500000	1.013	0.93	0.918
5:81500001-82000000	5	81500001	82000000	0.908	1.066	0.904
5:82000001-82500000	5	82000001	82500000	1.054	1.011	1.1
5:82500001-83000000	5	82500001	83000000	1.021	0.911	1.056
5:83000001-83500000	5	83000001	83500000	0.973	0.96	1.083
5:83500001-84000000	5	83500001	84000000	1.056	1.14	1.033
5:84000001-84500000	5	84000001	84500000	1.118	1.102	1.173
5:84500001-85000000	5	84500001	85000000	1.02	0.897	0.929
5:85000001-85500000	5	85000001	85500000	0.996	1.001	0.807
5:85500001-86000000	5	85500001	86000000	0.96	0.981	1.021
5:86000001-86500000	5	86000001	86500000	0.995	0.976	0.952
5:86500001-87000000	5	86500001	87000000	1.043	1.011	1.03
5:87000001-87500000	5	87000001	87500000	1.006	1.105	1.078
5:87500001-88000000	5	87500001	88000000	0.912	1.034	1.027
5:88000001-88500000	5	88000001	88500000	0.991	0.974	0.946
5:88500001-89000000	5	88500001	89000000	1.035	1.038	1.036
5:89000001-89500000	5	89000001	89500000	1.035	1.06	1.037
5:89500001-90000000	5	89500001	90000000	1.062	0.938	1.011
5:90000001-90500000	5	90000001	90500000	1.06	0.93	0.954
5:90500001-91000000	5	90500001	91000000	1.133	1.019	0.973
5:91000001-91500000	5	91000001	91500000	0.865	0.973	0.942
5:91500001-92000000	5	91500001	92000000	1.079	0.926	1.111
5:92000001-92500000	5	92000001	92500000	0.981	0.869	0.913
5:92500001-93000000	5	92500001	93000000	0.992	0.847	0.934
5:93000001-93500000	5	93000001	93500000	0.959	1.053	1.037
5:93500001-94000000	5	93500001	94000000	1.086	1.018	0.983
5:94000001-94500000	5	94000001	94500000	1.027	1.115	1.07
5:95000001-95500000	5	95000001	95500000	1.04	1.001	1.088
5:95500001-96000000	5	95500001	96000000	0.995	0.998	1
5:96000001-96500000	5	96000001	96500000	1.017	1.08	1.077
5:96500001-97000000	5	96500001	97000000	0.983	0.903	1.039
5:97000001-97500000	5	97000001	97500000	1.005	1.037	0.993
5:98500001-99000000	5	98500001	99000000	0.958	1.006	1.018
5:99000001-99500000	5	99000001	99500000	0.892	0.908	0.965
5:100500001-101000000	5	100500001	101000000	1.035	0.984	0.974
5:101000001-101500000	5	101000001	101500000	1.068	1.073	1.099
5:101500001-102000000	5	101500001	102000000	0.926	1.049	1.024
5:102000001-102500000	5	102000001	102500000	1.003	1.051	0.968
5:102500001-103000000	5	102500001	103000000	0.985	1.016	1.047
5:103000001-103500000	5	103000001	103500000	1.123	1.051	1.015
5:103500001-104000000	5	103500001	104000000	0.989	0.963	1.125
5:104000001-104500000	5	104000001	104500000	0.949	0.976	1.077
5:104500001-105000000	5	104500001	105000000	0.943	0.951	1.044
5:105000001-105500000	5	105000001	105500000	1.004	0.899	1.116
5:105500001-106000000	5	105500001	106000000	0.904	0.854	0.954
5:106000001-106500000	5	106000001	106500000	1.112	1.007	0.98
5:107000001-107500000	5	107000001	107500000	0.999	0.905	0.915
5:107500001-108000000	5	107500001	108000000	0.989	1.059	0.956
5:108000001-108500000	5	108000001	108500000	0.956	0.998	0.934
5:108500001-109000000	5	108500001	109000000	1.029	0.915	0.96
5:109000001-109500000	5	109000001	109500000	0.997	1.002	1.068
5:109500001-110000000	5	109500001	110000000	1.075	1.008	1.052
5:110000001-110500000	5	110000001	110500000	1.027	0.993	0.994
5:110500001-111000000	5	110500001	111000000	1.044	1.059	0.999
5:111500001-112000000	5	111500001	112000000	1.045	1.074	1.064
5:112000001-112500000	5	112000001	112500000	1.203	1.05	1.025
5:112500001-113000000	5	112500001	113000000	0.953	0.982	0.951
5:113000001-113500000	5	113000001	113500000	1.155	0.955	1.175
5:113500001-114000000	5	113500001	114000000	0.993	0.872	0.911
5:114000001-114500000	5	114000001	114500000	0.893	1.087	0.934
5:114500001-115000000	5	114500001	115000000	1.248	1.004	1.026
5:115000001-115500000	5	115000001	115500000	0.978	1.105	1.087
5:115500001-116000000	5	115500001	116000000	0.942	0.968	0.947
5:116000001-116500000	5	116000001	116500000	0.994	1.004	0.977
5:116500001-117000000	5	116500001	117000000	1.048	1.017	0.94
5:117000001-117500000	5	117000001	117500000	0.955	0.984	0.946
5:117500001-118000000	5	117500001	118000000	1.008	1.057	0.987
5:118000001-118500000	5	118000001	118500000	1.012	0.96	0.95
5:118500001-119000000	5	118500001	119000000	1.021	0.976	0.982
5:119500001-120000000	5	119500001	120000000	1.031	1.084	1.029
5:120000001-120500000	5	120000001	120500000	1.143	1.004	1.2
5:120500001-121000000	5	120500001	121000000	0.893	1	0.888
5:121500001-122000000	5	121500001	122000000	1.089	1.007	1.137
5:122500001-123000000	5	122500001	123000000	0.911	1.005	1.027
5:123000001-123500000	5	123000001	123500000	0.998	1.042	0.95
