feature	chromosome	start	end	SLX-16150.D712tp_D506tp.HC22VBBXY.s_3.r_1	SLX-17921.D707tp_D501tp.H5J55BBXY.s_8.r_1	SLX-17922.D708tp_D503tp.HC22GBBXY.s_6.r_1
14:93000001-93500000	14	93000001	93500000	1.597	1.429	1.404
14:93500001-94000000	14	93500001	94000000	1.66	1.575	1.35
14:94000001-94500000	14	94000001	94500000	1.509	1.441	1.492
14:94500001-95000000	14	94500001	95000000	1.595	1.462	1.419
14:95000001-95500000	14	95000001	95500000	1.331	1.234	1.345
14:95500001-96000000	14	95500001	96000000	1.537	1.592	1.328
14:96000001-96500000	14	96000001	96500000	1.609	1.449	1.218
14:96500001-97000000	14	96500001	97000000	1.522	1.396	1.391
14:97000001-97500000	14	97000001	97500000	1.578	1.484	1.545
14:97500001-98000000	14	97500001	98000000	1.574	1.388	1.492
14:98000001-98500000	14	98000001	98500000	1.667	1.456	1.437
14:98500001-99000000	14	98500001	99000000	1.542	1.502	1.468
14:99000001-99500000	14	99000001	99500000	1.447	1.42	1.336
14:99500001-100000000	14	99500001	100000000	1.513	1.221	1.308
14:100000001-100500000	14	100000001	100500000	1.548	1.425	1.353
14:100500001-101000000	14	100500001	101000000	1.496	1.383	1.368
14:101000001-101500000	14	101000001	101500000	1.57	1.449	1.433
14:101500001-102000000	14	101500001	102000000	1.502	1.394	1.459
14:102000001-102500000	14	102000001	102500000	1.538	1.429	1.271
14:102500001-103000000	14	102500001	103000000	1.614	1.371	1.225
14:103000001-103500000	14	103000001	103500000	1.518	1.249	1.241
14:103500001-104000000	14	103500001	104000000	1.563	1.407	1.436
14:104000001-104500000	14	104000001	104500000	1.665	1.414	1.244
14:104500001-105000000	14	104500001	105000000	1.611	1.595	1.423
14:105000001-105500000	14	105000001	105500000	1.489	1.634	1.509
15:23500001-24000000	15	23500001	24000000	0.995	1.063	1.109
15:24500001-25000000	15	24500001	25000000	1.225	1.206	0.967
15:25000001-25500000	15	25000001	25500000	1.11	1.14	1.07
15:26000001-26500000	15	26000001	26500000	1.068	1.032	1.037
15:26500001-27000000	15	26500001	27000000	1.135	1.069	1.02
15:27000001-27500000	15	27000001	27500000	1.091	1.089	1.076
15:27500001-28000000	15	27500001	28000000	1.18	1.068	1.063
15:29000001-29500000	15	29000001	29500000	1.205	1.092	1.107
15:29500001-30000000	15	29500001	30000000	1.198	1.233	1.041
15:31000001-31500000	15	31000001	31500000	1.084	1.064	1.087
15:31500001-32000000	15	31500001	32000000	1.213	1.196	1.207
15:33000001-33500000	15	33000001	33500000	1.219	1.123	1.204
15:33500001-34000000	15	33500001	34000000	1.216	1.079	1.161
15:34000001-34500000	15	34000001	34500000	1.092	1.12	1.118
15:35500001-36000000	15	35500001	36000000	1.16	1.198	1.15
15:36000001-36500000	15	36000001	36500000	1.218	1.181	1.1
15:36500001-37000000	15	36500001	37000000	1.173	1.174	1.088
15:37000001-37500000	15	37000001	37500000	1.164	1.107	1.146
15:37500001-38000000	15	37500001	38000000	1.193	1.111	1.161
15:38000001-38500000	15	38000001	38500000	1.17	1.216	1.066
15:38500001-39000000	15	38500001	39000000	1.154	1.306	1.223
15:39000001-39500000	15	39000001	39500000	1.205	1.125	1.105
15:39500001-40000000	15	39500001	40000000	1.169	1.076	1.089
15:40500001-41000000	15	40500001	41000000	1.205	1.068	1.151
15:41500001-42000000	15	41500001	42000000	1.19	1.099	1.034
15:42000001-42500000	15	42000001	42500000	1.061	0.992	1.009
15:42500001-43000000	15	42500001	43000000	1.123	1.302	1.088
15:43000001-43500000	15	43000001	43500000	1.128	0.962	1.086
15:44000001-44500000	15	44000001	44500000	1.157	1.187	1.087
15:45000001-45500000	15	45000001	45500000	1.124	0.95	1.069
15:45500001-46000000	15	45500001	46000000	1.107	1.054	1.106
15:46000001-46500000	15	46000001	46500000	1.103	1.095	1.13
15:46500001-47000000	15	46500001	47000000	1.175	1.345	1.17
15:47000001-47500000	15	47000001	47500000	1.244	1.123	1.243
15:47500001-48000000	15	47500001	48000000	1.142	1.101	1.257
15:48000001-48500000	15	48000001	48500000	1.125	1.202	1.218
15:48500001-49000000	15	48500001	49000000	1.154	1.101	1.124
15:49000001-49500000	15	49000001	49500000	1.153	1.292	1.204
15:49500001-50000000	15	49500001	50000000	1.208	1.111	1.176
15:50000001-50500000	15	50000001	50500000	1.131	1.02	0.936
15:50500001-51000000	15	50500001	51000000	1.062	1.024	0.995
15:51000001-51500000	15	51000001	51500000	1.213	1.069	1.26
15:51500001-52000000	15	51500001	52000000	1.199	1.189	1.08
15:52500001-53000000	15	52500001	53000000	1.038	1.095	1.035
15:53000001-53500000	15	53000001	53500000	1.199	1.177	1.203
15:53500001-54000000	15	53500001	54000000	1.157	1.256	1.107
15:54000001-54500000	15	54000001	54500000	1.261	1.183	1.044
15:55000001-55500000	15	55000001	55500000	1.178	1.083	1.015
15:55500001-56000000	15	55500001	56000000	1.134	1.314	1.145
15:56000001-56500000	15	56000001	56500000	1.229	1.061	1.187
15:56500001-57000000	15	56500001	57000000	1.185	0.998	1.031
15:57000001-57500000	15	57000001	57500000	1.12	1.047	1.071
15:57500001-58000000	15	57500001	58000000	1.115	1.178	1.183
15:58500001-59000000	15	58500001	59000000	1.022	1.165	0.953
15:59000001-59500000	15	59000001	59500000	1.063	1.098	1.022
15:59500001-60000000	15	59500001	60000000	1.102	1.184	1.067
15:60000001-60500000	15	60000001	60500000	1.167	1.075	1.138
15:60500001-61000000	15	60500001	61000000	1.197	1.186	1.046
15:61000001-61500000	15	61000001	61500000	1.175	1.197	1.175
15:61500001-62000000	15	61500001	62000000	1.184	1.086	1.177
15:62000001-62500000	15	62000001	62500000	1.185	1.003	1.296
15:62500001-63000000	15	62500001	63000000	1.227	1.063	1.143
15:63000001-63500000	15	63000001	63500000	1.13	1.113	1.049
15:63500001-64000000	15	63500001	64000000	1.183	0.968	1.056
15:64000001-64500000	15	64000001	64500000	1.075	1.097	1.083
15:64500001-65000000	15	64500001	65000000	1.178	1.068	1.163
15:65000001-65500000	15	65000001	65500000	1.225	1.226	1.107
15:65500001-66000000	15	65500001	66000000	1.126	0.995	0.944
15:66000001-66500000	15	66000001	66500000	1.156	1.141	1.151
15:66500001-67000000	15	66500001	67000000	1.118	1.206	1.158
15:67500001-68000000	15	67500001	68000000	1.151	1.244	1.042
15:68000001-68500000	15	68000001	68500000	1.085	1.114	0.971
15:68500001-69000000	15	68500001	69000000	1.139	1.015	1.097
15:69000001-69500000	15	69000001	69500000	1.115	1.166	1.199
15:69500001-70000000	15	69500001	70000000	1.168	1.138	1.152
15:70000001-70500000	15	70000001	70500000	1.068	1.059	1.043
15:70500001-71000000	15	70500001	71000000	1.285	1.297	1.145
15:71000001-71500000	15	71000001	71500000	1.193	1.163	1.151
15:71500001-72000000	15	71500001	72000000	1.163	1.176	1.191
15:72000001-72500000	15	72000001	72500000	1.091	1.083	0.921
15:72500001-73000000	15	72500001	73000000	1.135	1.136	1.169
15:73000001-73500000	15	73000001	73500000	1.193	1.112	1.187
15:73500001-74000000	15	73500001	74000000	1.093	1.03	1.208
15:74000001-74500000	15	74000001	74500000	1.293	1.274	1.245
15:74500001-75000000	15	74500001	75000000	1.215	1.124	1.045
15:75500001-76000000	15	75500001	76000000	1.216	1.248	1.234
15:76000001-76500000	15	76000001	76500000	1.13	1.125	1.09
15:76500001-77000000	15	76500001	77000000	1.18	1.047	0.983
15:77000001-77500000	15	77000001	77500000	1.283	1.181	1.206
15:77500001-78000000	15	77500001	78000000	1.358	1.401	1.334
15:78000001-78500000	15	78000001	78500000	1.298	1.322	1.187
15:78500001-79000000	15	78500001	79000000	1.348	1.273	1.205
15:79000001-79500000	15	79000001	79500000	1.218	1.124	1.174
15:79500001-80000000	15	79500001	80000000	1.242	1.052	1.117
15:80000001-80500000	15	80000001	80500000	1.156	1.193	1.214
15:80500001-81000000	15	80500001	81000000	1.111	1.136	1.141
15:81000001-81500000	15	81000001	81500000	1.183	1.129	1.069
15:81500001-82000000	15	81500001	82000000	1.323	1.262	1.213
15:82500001-83000000	15	82500001	83000000	1.3	1.139	1.095
15:83000001-83500000	15	83000001	83500000	1.251	1.162	1.153
15:83500001-84000000	15	83500001	84000000	1.105	1.214	1.168
15:84500001-85000000	15	84500001	85000000	1.053	1.056	0.968
15:85500001-86000000	15	85500001	86000000	1.129	1.132	1.128
15:86000001-86500000	15	86000001	86500000	1.184	1.175	1.097
15:86500001-87000000	15	86500001	87000000	1.278	1.212	1.174
15:87000001-87500000	15	87000001	87500000	1.17	1.257	1.245
15:87500001-88000000	15	87500001	88000000	1.286	1.212	1.202
15:88000001-88500000	15	88000001	88500000	1.148	1.055	1.192
15:88500001-89000000	15	88500001	89000000	1.209	1.244	1.24
15:89000001-89500000	15	89000001	89500000	1.097	1.221	1.19
15:89500001-90000000	15	89500001	90000000	1.148	1.103	0.99
15:90000001-90500000	15	90000001	90500000	1.095	0.959	1.107
15:90500001-91000000	15	90500001	91000000	1.105	1.112	1.059
15:91000001-91500000	15	91000001	91500000	1.214	0.984	1.233
15:92000001-92500000	15	92000001	92500000	1.152	1.199	1.283
15:92500001-93000000	15	92500001	93000000	1.071	0.925	1.016
15:93000001-93500000	15	93000001	93500000	1.116	1.156	1.142
15:93500001-94000000	15	93500001	94000000	1.232	1.217	1.195
15:94000001-94500000	15	94000001	94500000	1.055	1.291	1.105
15:94500001-95000000	15	94500001	95000000	1.181	1.179	1.157
15:95000001-95500000	15	95000001	95500000	1.163	1.108	1.153
15:95500001-96000000	15	95500001	96000000	1.115	1.007	1.147
15:96000001-96500000	15	96000001	96500000	1.012	1.001	1.023
15:96500001-97000000	15	96500001	97000000	1.223	1.139	1.029
15:97000001-97500000	15	97000001	97500000	1.252	1.222	1.126
15:97500001-98000000	15	97500001	98000000	1.065	1.155	1.042
15:98000001-98500000	15	98000001	98500000	1.197	1.178	1.298
15:98500001-99000000	15	98500001	99000000	1.106	1.091	1.154
15:99000001-99500000	15	99000001	99500000	1.204	1.062	1.072
15:99500001-100000000	15	99500001	100000000	1.128	0.938	1.109
15:100000001-100500000	15	100000001	100500000	1.159	1.074	1.088
15:100500001-101000000	15	100500001	101000000	1.136	1.2	1.036
15:101000001-101500000	15	101000001	101500000	1.069	1.122	1.067
16:1-500000	16	1	500000	1.151	1.163	0.972
16:500001-1000000	16	500001	1000000	1.19	1.149	1.043
16:1000001-1500000	16	1000001	1500000	1.065	1.086	1.114
16:1500001-2000000	16	1500001	2000000	1.16	1.115	1.075
16:2000001-2500000	16	2000001	2500000	1.085	1.232	1.081
16:3500001-4000000	16	3500001	4000000	1.172	1.184	1.029
16:4000001-4500000	16	4000001	4500000	1.061	1.143	1.139
16:4500001-5000000	16	4500001	5000000	1.18	1.089	1.092
16:5500001-6000000	16	5500001	6000000	1.149	1.076	1.071
16:6000001-6500000	16	6000001	6500000	1.158	1.225	1.087
16:6500001-7000000	16	6500001	7000000	1.1	1.017	1.035
16:7000001-7500000	16	7000001	7500000	1.109	0.997	0.98
16:7500001-8000000	16	7500001	8000000	1.126	1.08	1.207
16:8000001-8500000	16	8000001	8500000	1.184	1.207	1.1
16:8500001-9000000	16	8500001	9000000	1.13	1.13	1.096
16:9000001-9500000	16	9000001	9500000	1.1	1.251	0.987
16:9500001-10000000	16	9500001	10000000	1.174	1.209	1.168
16:10000001-10500000	16	10000001	10500000	1.104	1.2	1.132
16:11000001-11500000	16	11000001	11500000	1.069	1.057	0.968
16:11500001-12000000	16	11500001	12000000	1.047	1.095	1.085
16:12000001-12500000	16	12000001	12500000	1.062	1.117	1.235
16:12500001-13000000	16	12500001	13000000	1.136	1.092	1.085
16:13000001-13500000	16	13000001	13500000	1.213	1.123	1.138
16:13500001-14000000	16	13500001	14000000	1.211	1.134	1.306
16:14000001-14500000	16	14000001	14500000	1.154	1.057	0.986
16:15500001-16000000	16	15500001	16000000	1.124	0.963	1.076
16:17000001-17500000	16	17000001	17500000	1.132	1.117	1.189
16:17500001-18000000	16	17500001	18000000	1.264	1.139	1.099
16:19000001-19500000	16	19000001	19500000	1.029	0.961	1.139
16:19500001-20000000	16	19500001	20000000	1.012	1.097	1.032
16:20000001-20500000	16	20000001	20500000	1.11	1.108	1.27
16:22000001-22500000	16	22000001	22500000	1.259	1.228	1.069
16:23000001-23500000	16	23000001	23500000	1.185	1.221	0.984
16:23500001-24000000	16	23500001	24000000	1.141	1.035	1.021
16:24000001-24500000	16	24000001	24500000	1.107	1.117	1.133
16:24500001-25000000	16	24500001	25000000	1.098	1.07	1.034
16:25000001-25500000	16	25000001	25500000	1.146	1.203	1.198
16:25500001-26000000	16	25500001	26000000	1.12	1.023	1.071
16:26000001-26500000	16	26000001	26500000	1.202	1.137	1.037
16:26500001-27000000	16	26500001	27000000	1.088	1.116	1.138
16:27000001-27500000	16	27000001	27500000	1.033	0.896	1.148
16:27500001-28000000	16	27500001	28000000	1.251	1.165	1.148
16:30500001-31000000	16	30500001	31000000	1.117	1.259	0.992
16:31000001-31500000	16	31000001	31500000	1.232	1.036	1.109
16:46500001-47000000	16	46500001	47000000	1.056	1.172	0.97
16:47000001-47500000	16	47000001	47500000	1.225	1.144	1.229
16:47500001-48000000	16	47500001	48000000	1.14	1.28	1.01
16:48000001-48500000	16	48000001	48500000	1.062	1.179	1.064
16:48500001-49000000	16	48500001	49000000	1.146	1.246	1.257
16:49000001-49500000	16	49000001	49500000	1.127	1.309	1.098
16:49500001-50000000	16	49500001	50000000	1.121	1.095	1.163
16:50000001-50500000	16	50000001	50500000	1.127	1.033	1.259
16:50500001-51000000	16	50500001	51000000	1.227	1.041	1.156
16:51000001-51500000	16	51000001	51500000	1.175	1.109	1.122
16:51500001-52000000	16	51500001	52000000	1.164	1.293	1.081
16:52000001-52500000	16	52000001	52500000	1.253	1.125	1.194
16:52500001-53000000	16	52500001	53000000	1.049	1.07	0.962
16:53000001-53500000	16	53000001	53500000	1.019	0.994	1.176
16:53500001-54000000	16	53500001	54000000	1.103	1.177	1.024
16:54000001-54500000	16	54000001	54500000	1.073	1.164	1.1
16:54500001-55000000	16	54500001	55000000	1.174	1.185	1.102
16:55000001-55500000	16	55000001	55500000	1.081	1.217	1.138
16:55500001-56000000	16	55500001	56000000	1.178	1.025	1.073
16:56000001-56500000	16	56000001	56500000	1.054	1.099	1.133
16:56500001-57000000	16	56500001	57000000	1.105	1.124	1.111
16:57000001-57500000	16	57000001	57500000	1.05	1.052	1.117
16:57500001-58000000	16	57500001	58000000	1.182	1.12	1.022
16:58000001-58500000	16	58000001	58500000	1.14	1.043	1.145
16:58500001-59000000	16	58500001	59000000	1.108	1.267	1.175
16:59000001-59500000	16	59000001	59500000	1.188	1.128	1.235
16:59500001-60000000	16	59500001	60000000	1.258	1.223	1.165
16:60500001-61000000	16	60500001	61000000	1.166	1.168	1.167
16:61000001-61500000	16	61000001	61500000	1.202	1.244	1.071
16:61500001-62000000	16	61500001	62000000	1.241	1.088	1.146
16:62000001-62500000	16	62000001	62500000	1.099	1.039	1.072
16:62500001-63000000	16	62500001	63000000	1.194	1.094	1.124
16:63000001-63500000	16	63000001	63500000	1.198	1.233	1.13
16:63500001-64000000	16	63500001	64000000	1.127	1.061	0.993
16:64000001-64500000	16	64000001	64500000	1.078	1.084	1.078
16:64500001-65000000	16	64500001	65000000	1.101	1.214	1.125
16:65000001-65500000	16	65000001	65500000	1.191	1.253	1.198
16:66000001-66500000	16	66000001	66500000	1.151	1.117	1.16
16:66500001-67000000	16	66500001	67000000	1.119	0.992	1.096
16:67000001-67500000	16	67000001	67500000	1.235	1.099	1.119
16:68000001-68500000	16	68000001	68500000	1.079	1.13	1.069
16:68500001-69000000	16	68500001	69000000	1.227	1.124	1.035
16:69500001-70000000	16	69500001	70000000	1.126	1.25	1.114
16:71500001-72000000	16	71500001	72000000	1.122	1.118	1.148
16:72000001-72500000	16	72000001	72500000	1.248	1.087	1.132
16:72500001-73000000	16	72500001	73000000	1.131	1.07	1.168
16:73500001-74000000	16	73500001	74000000	1.144	1.207	1.164
16:74000001-74500000	16	74000001	74500000	1.241	1.131	1.212
16:74500001-75000000	16	74500001	75000000	1.041	1.169	0.966
16:75000001-75500000	16	75000001	75500000	1.092	1.113	1.054
16:75500001-76000000	16	75500001	76000000	1.112	1.219	1.128
16:76000001-76500000	16	76000001	76500000	1.175	1.193	1.237
16:76500001-77000000	16	76500001	77000000	1.199	1.028	0.986
16:77000001-77500000	16	77000001	77500000	1.12	1.146	1.138
16:77500001-78000000	16	77500001	78000000	1.14	1.132	1.198
16:78000001-78500000	16	78000001	78500000	1.104	1.163	0.978
16:78500001-79000000	16	78500001	79000000	1.045	0.994	1.111
16:79000001-79500000	16	79000001	79500000	1.118	1.087	1.072
16:79500001-80000000	16	79500001	80000000	1.136	1.112	1.1
16:80000001-80500000	16	80000001	80500000	1.195	1.198	1.211
16:80500001-81000000	16	80500001	81000000	1.103	1.098	1.175
16:81000001-81500000	16	81000001	81500000	1.114	1.128	1.005
16:81500001-82000000	16	81500001	82000000	1.102	1.132	1.063
16:82500001-83000000	16	82500001	83000000	1.104	1.138	1.158
16:83000001-83500000	16	83000001	83500000	1.019	1.061	1.172
16:83500001-84000000	16	83500001	84000000	1.072	1.078	1.023
16:84000001-84500000	16	84000001	84500000	1.189	1.139	1.019
16:84500001-85000000	16	84500001	85000000	1.054	0.984	0.98
16:85000001-85500000	16	85000001	85500000	1.13	1.188	1.135
16:85500001-86000000	16	85500001	86000000	1.427	1.304	1.306
16:86000001-86500000	16	86000001	86500000	1.376	1.465	1.378
16:86500001-87000000	16	86500001	87000000	1.373	1.358	1.349
16:87000001-87500000	16	87000001	87500000	1.365	1.294	1.297
16:87500001-88000000	16	87500001	88000000	1.695	1.719	1.544
16:88500001-89000000	16	88500001	89000000	1.345	1.679	1.283
16:89000001-89500000	16	89000001	89500000	1.363	1.381	1.192
16:89500001-90000000	16	89500001	90000000	1.389	1.495	1.221
17:500001-1000000	17	500001	1000000	1.085	1.12	1.087
17:1000001-1500000	17	1000001	1500000	1.041	1.142	1.204
17:1500001-2000000	17	1500001	2000000	1.081	0.976	1.027
17:2000001-2500000	17	2000001	2500000	0.986	0.924	1.014
17:2500001-3000000	17	2500001	3000000	1.053	0.994	0.98
17:3500001-4000000	17	3500001	4000000	1.165	1.039	0.944
17:4000001-4500000	17	4000001	4500000	0.856	0.934	0.938
17:4500001-5000000	17	4500001	5000000	0.948	1.035	0.953
17:5000001-5500000	17	5000001	5500000	0.995	0.991	0.855
17:5500001-6000000	17	5500001	6000000	0.961	1.056	1.15
17:6000001-6500000	17	6000001	6500000	1.08	1.024	1.06
17:6500001-7000000	17	6500001	7000000	1.095	1.121	0.918
17:7000001-7500000	17	7000001	7500000	1.004	1.04	0.994
17:7500001-8000000	17	7500001	8000000	0.957	0.986	1.02
17:8000001-8500000	17	8000001	8500000	0.914	1.054	1.053
17:8500001-9000000	17	8500001	9000000	0.982	1.032	0.98
17:9000001-9500000	17	9000001	9500000	1.118	1.052	1.135
17:9500001-10000000	17	9500001	10000000	0.993	1.071	1.082
17:10000001-10500000	17	10000001	10500000	0.992	1.066	1.013
17:10500001-11000000	17	10500001	11000000	0.959	1.051	1.043
17:11000001-11500000	17	11000001	11500000	1.002	1.062	1.176
17:11500001-12000000	17	11500001	12000000	1.108	1.034	0.968
17:12000001-12500000	17	12000001	12500000	1.037	1.031	0.894
17:12500001-13000000	17	12500001	13000000	0.966	1.058	0.888
17:13000001-13500000	17	13000001	13500000	0.973	0.99	1.033
17:13500001-14000000	17	13500001	14000000	1.068	1.085	0.989
17:14500001-15000000	17	14500001	15000000	0.962	0.856	0.906
17:15000001-15500000	17	15000001	15500000	1.053	1.124	0.92
17:16000001-16500000	17	16000001	16500000	0.944	0.919	1.067
17:17000001-17500000	17	17000001	17500000	1.005	1.012	0.895
17:17500001-18000000	17	17500001	18000000	0.983	1.083	0.883
17:21000001-21500000	17	21000001	21500000	1.004	1.002	0.975
17:27000001-27500000	17	27000001	27500000	1.005	1.035	1.024
17:27500001-28000000	17	27500001	28000000	0.953	1.121	1.006
17:28000001-28500000	17	28000001	28500000	0.927	1.03	0.96
17:28500001-29000000	17	28500001	29000000	0.976	1.035	0.951
17:29000001-29500000	17	29000001	29500000	1.003	0.962	0.979
17:29500001-30000000	17	29500001	30000000	0.907	1.017	0.951
17:30000001-30500000	17	30000001	30500000	1.019	0.96	1.07
17:31000001-31500000	17	31000001	31500000	1.086	0.91	0.921
17:31500001-32000000	17	31500001	32000000	1.113	0.935	1.186
17:32500001-33000000	17	32500001	33000000	1.061	1.149	0.988
17:33000001-33500000	17	33000001	33500000	1.076	1.013	1.07
17:33500001-34000000	17	33500001	34000000	1.028	0.885	1.039
17:34000001-34500000	17	34000001	34500000	1.059	1.086	1.238
17:34500001-35000000	17	34500001	35000000	0.969	1.035	1.039
17:35000001-35500000	17	35000001	35500000	1.066	0.968	1.004
17:36500001-37000000	17	36500001	37000000	1.155	0.921	0.987
17:37000001-37500000	17	37000001	37500000	0.941	0.775	0.959
17:38500001-39000000	17	38500001	39000000	1.069	1.006	1.169
17:39000001-39500000	17	39000001	39500000	1.1	1.062	1.085
17:39500001-40000000	17	39500001	40000000	0.978	0.82	0.951
17:40000001-40500000	17	40000001	40500000	0.971	1.084	1.024
17:40500001-41000000	17	40500001	41000000	1.045	0.897	0.919
17:41000001-41500000	17	41000001	41500000	0.954	0.85	1.057
17:41500001-42000000	17	41500001	42000000	1.117	1.13	1.172
17:42000001-42500000	17	42000001	42500000	0.976	1.034	0.948
17:42500001-43000000	17	42500001	43000000	1.009	1.016	0.949
17:44000001-44500000	17	44000001	44500000	0.986	1.089	1.049
17:44500001-45000000	17	44500001	45000000	1.053	0.966	1.128
17:45000001-45500000	17	45000001	45500000	0.989	0.847	1.072
17:45500001-46000000	17	45500001	46000000	1.187	1.182	1.261
17:47500001-48000000	17	47500001	48000000	1.067	1.086	1.065
17:48000001-48500000	17	48000001	48500000	0.98	1.056	1.056
17:48500001-49000000	17	48500001	49000000	1.084	1.103	0.993
17:49000001-49500000	17	49000001	49500000	1.019	1.007	0.972
17:49500001-50000000	17	49500001	50000000	1.089	0.975	1.066
17:50000001-50500000	17	50000001	50500000	1.019	1.035	1.106
17:50500001-51000000	17	50500001	51000000	1.039	0.932	0.948
17:51000001-51500000	17	51000001	51500000	0.912	0.966	1.152
17:51500001-52000000	17	51500001	52000000	1.067	0.936	0.891
17:52000001-52500000	17	52000001	52500000	1.027	1.041	0.939
17:52500001-53000000	17	52500001	53000000	1.111	0.932	0.866
17:53500001-54000000	17	53500001	54000000	0.904	1.029	0.998
17:54000001-54500000	17	54000001	54500000	1.15	0.917	1
17:55000001-55500000	17	55000001	55500000	1.082	1.07	0.971
17:55500001-56000000	17	55500001	56000000	1.07	1.061	1.011
17:56000001-56500000	17	56000001	56500000	1.095	1.039	1.138
17:56500001-57000000	17	56500001	57000000	0.972	0.985	1.04
17:57000001-57500000	17	57000001	57500000	0.973	0.98	0.969
17:57500001-58000000	17	57500001	58000000	0.907	1.043	0.98
17:58000001-58500000	17	58000001	58500000	0.983	0.888	1.061
17:58500001-59000000	17	58500001	59000000	0.954	0.997	1.072
17:59500001-60000000	17	59500001	60000000	0.746	0.87	1.036
17:60500001-61000000	17	60500001	61000000	0.965	0.959	0.876
17:61000001-61500000	17	61000001	61500000	1.018	0.883	0.999
17:61500001-62000000	17	61500001	62000000	0.953	1.022	0.977
17:62500001-63000000	17	62500001	63000000	0.921	1.052	0.931
17:63500001-64000000	17	63500001	64000000	0.932	1.149	0.941
17:64000001-64500000	17	64000001	64500000	0.918	0.912	0.878
17:65000001-65500000	17	65000001	65500000	1.014	1.012	0.977
17:66000001-66500000	17	66000001	66500000	0.964	0.904	0.959
17:66500001-67000000	17	66500001	67000000	0.995	1.066	1.017
17:67000001-67500000	17	67000001	67500000	1.017	0.916	0.992
17:67500001-68000000	17	67500001	68000000	0.92	0.792	1.014
17:68500001-69000000	17	68500001	69000000	1.055	1.057	1.018
17:69000001-69500000	17	69000001	69500000	0.881	0.949	0.969
17:69500001-70000000	17	69500001	70000000	1.031	0.945	1.085
17:70000001-70500000	17	70000001	70500000	1.013	0.867	1.046
17:70500001-71000000	17	70500001	71000000	1	0.951	0.959
17:71000001-71500000	17	71000001	71500000	1.004	0.862	1.051
17:71500001-72000000	17	71500001	72000000	0.918	0.971	0.889
17:72500001-73000000	17	72500001	73000000	1.077	0.929	1.004
17:73000001-73500000	17	73000001	73500000	1.049	1.024	0.967
17:73500001-74000000	17	73500001	74000000	1.03	1.083	1.045
17:74000001-74500000	17	74000001	74500000	1.049	0.985	1.114
17:74500001-75000000	17	74500001	75000000	1.061	0.97	1.032
17:75000001-75500000	17	75000001	75500000	0.9	0.96	0.97
17:75500001-76000000	17	75500001	76000000	1.065	0.958	0.916
17:76000001-76500000	17	76000001	76500000	1.092	0.988	1.002
17:76500001-77000000	17	76500001	77000000	1.07	1.094	0.813
17:77000001-77500000	17	77000001	77500000	0.991	0.939	1.011
17:77500001-78000000	17	77500001	78000000	1.037	0.969	1.064
17:78000001-78500000	17	78000001	78500000	1.096	0.926	1.087
17:78500001-79000000	17	78500001	79000000	1.024	0.89	1.027
17:79000001-79500000	17	79000001	79500000	1.032	1.1	1.113
17:79500001-80000000	17	79500001	80000000	1.012	1.012	0.99
17:80000001-80500000	17	80000001	80500000	1.057	0.915	0.996
17:81000001-81500000	17	81000001	81500000	0.994	0.889	0.982
17:81500001-82000000	17	81500001	82000000	0.985	1.008	0.776
17:82000001-82500000	17	82000001	82500000	1.007	1.038	1.047
17:82500001-83000000	17	82500001	83000000	0.979	0.948	0.945
17:83000001-83257441	17	83000001	83257441	1.311	1.134	1.25
18:1-500000	18	1	500000	1.031	1.028	0.92
18:500001-1000000	18	500001	1000000	0.897	0.963	0.934
18:1000001-1500000	18	1000001	1500000	0.9	1.036	0.859
18:1500001-2000000	18	1500001	2000000	1.059	0.979	1.113
18:2000001-2500000	18	2000001	2500000	0.996	1.03	1.002
18:3000001-3500000	18	3000001	3500000	0.861	0.928	0.931
18:3500001-4000000	18	3500001	4000000	0.971	0.923	0.979
18:4000001-4500000	18	4000001	4500000	1.025	0.9	0.949
18:4500001-5000000	18	4500001	5000000	0.993	0.968	0.845
18:5000001-5500000	18	5000001	5500000	0.949	0.843	1.085
18:5500001-6000000	18	5500001	6000000	0.959	0.962	1.051
18:6000001-6500000	18	6000001	6500000	1.003	1.039	0.999
18:6500001-7000000	18	6500001	7000000	0.911	0.89	0.941
18:7000001-7500000	18	7000001	7500000	1.024	1.123	1.032
18:7500001-8000000	18	7500001	8000000	1.035	1.113	0.961
18:9000001-9500000	18	9000001	9500000	0.884	1.05	0.975
18:9500001-10000000	18	9500001	10000000	0.919	0.923	0.974
18:10000001-10500000	18	10000001	10500000	1.075	0.899	1.01
18:10500001-11000000	18	10500001	11000000	0.96	0.912	0.943
18:11000001-11500000	18	11000001	11500000	1.009	0.988	1.103
18:11500001-12000000	18	11500001	12000000	0.993	1.028	1.158
18:12500001-13000000	18	12500001	13000000	0.971	0.789	0.978
18:13000001-13500000	18	13000001	13500000	1.001	0.964	0.905
18:13500001-14000000	18	13500001	14000000	0.913	0.973	1.019
18:21000001-21500000	18	21000001	21500000	1.074	0.849	0.853
18:21500001-22000000	18	21500001	22000000	0.947	1.023	0.928
18:22000001-22500000	18	22000001	22500000	0.936	0.937	0.908
18:22500001-23000000	18	22500001	23000000	1.032	0.923	1.077
18:23000001-23500000	18	23000001	23500000	0.956	0.931	0.929
18:23500001-24000000	18	23500001	24000000	0.947	0.96	0.99
18:24000001-24500000	18	24000001	24500000	0.935	0.827	1.014
18:24500001-25000000	18	24500001	25000000	0.978	1.106	0.978
