feature	chromosome	start	end	SLX-17922.D708tp_D506tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D506tp.HC22GBBXY.s_6.r_1	SLX-16150.D709tp_D507tp.HC22VBBXY.s_3.r_1
18:40000001-40500000	18	40000001	40500000	1.047	1.045	1.064	1.074
18:40500001-41000000	18	40500001	41000000	0.965	1	1.072	0.948
18:41000001-41500000	18	41000001	41500000	0.945	0.951	0.92	0.932
18:41500001-42000000	18	41500001	42000000	0.962	1.002	1.02	1.084
18:42000001-42500000	18	42000001	42500000	0.955	0.898	0.939	1.012
18:42500001-43000000	18	42500001	43000000	1.067	0.99	0.902	1.025
18:43000001-43500000	18	43000001	43500000	0.934	0.94	1.099	0.978
18:43500001-44000000	18	43500001	44000000	0.953	1.063	1.024	0.954
18:44000001-44500000	18	44000001	44500000	0.975	1.084	1.024	0.937
18:44500001-45000000	18	44500001	45000000	1.07	1.065	1.09	1.043
18:45000001-45500000	18	45000001	45500000	1.059	1.029	1.095	1.089
18:45500001-46000000	18	45500001	46000000	0.973	1.035	0.997	1.112
18:46000001-46500000	18	46000001	46500000	1.044	0.988	1.021	0.971
18:46500001-47000000	18	46500001	47000000	0.949	1.087	0.976	1.013
18:47000001-47500000	18	47000001	47500000	0.95	1.031	1.028	0.949
18:48000001-48500000	18	48000001	48500000	0.98	0.945	1.039	0.957
18:48500001-49000000	18	48500001	49000000	1.04	1.004	0.939	1.032
18:49000001-49500000	18	49000001	49500000	0.995	1.021	1.08	1.012
18:49500001-50000000	18	49500001	50000000	1.121	1.201	1.056	1.198
18:50000001-50500000	18	50000001	50500000	0.994	1.009	1.084	1.084
18:50500001-51000000	18	50500001	51000000	0.999	0.879	1.024	0.969
18:51000001-51500000	18	51000001	51500000	1.019	0.993	1.002	1.046
18:51500001-52000000	18	51500001	52000000	0.973	1.021	0.986	0.965
18:52000001-52500000	18	52000001	52500000	0.902	0.987	1.01	0.936
18:53000001-53500000	18	53000001	53500000	0.953	1.013	0.962	1.045
18:53500001-54000000	18	53500001	54000000	1.041	0.989	1.011	1.029
18:54000001-54500000	18	54000001	54500000	0.922	0.989	0.997	1.095
18:54500001-55000000	18	54500001	55000000	0.894	1.013	0.998	0.979
18:55000001-55500000	18	55000001	55500000	0.998	0.999	1.022	1.119
18:55500001-56000000	18	55500001	56000000	0.966	1.068	1.064	1.176
18:56000001-56500000	18	56000001	56500000	0.975	1.094	0.948	1.051
18:56500001-57000000	18	56500001	57000000	0.996	0.916	1.061	0.969
18:57000001-57500000	18	57000001	57500000	0.994	1.078	1.059	0.982
18:57500001-58000000	18	57500001	58000000	1.015	0.923	0.9	0.97
18:58000001-58500000	18	58000001	58500000	1.004	0.867	1.049	1.022
18:58500001-59000000	18	58500001	59000000	1.013	0.925	1.057	0.971
18:59500001-60000000	18	59500001	60000000	0.957	0.917	1.007	0.959
18:60000001-60500000	18	60000001	60500000	0.944	1.069	1.061	1.02
18:60500001-61000000	18	60500001	61000000	0.954	1.08	0.937	0.967
18:61000001-61500000	18	61000001	61500000	0.957	0.981	0.937	0.95
18:62000001-62500000	18	62000001	62500000	0.96	0.945	0.988	1.016
18:62500001-63000000	18	62500001	63000000	0.939	1.072	1.042	1.032
18:63000001-63500000	18	63000001	63500000	1.042	1.005	1.078	1.058
18:63500001-64000000	18	63500001	64000000	0.978	0.935	0.984	0.986
18:64000001-64500000	18	64000001	64500000	0.997	0.957	0.951	0.991
18:64500001-65000000	18	64500001	65000000	0.956	0.938	0.972	0.872
18:65000001-65500000	18	65000001	65500000	1.005	0.987	1.022	0.931
18:65500001-66000000	18	65500001	66000000	0.96	0.984	0.966	0.951
18:66000001-66500000	18	66000001	66500000	0.916	0.881	1.02	0.92
18:66500001-67000000	18	66500001	67000000	0.947	1.036	1.025	0.979
18:67000001-67500000	18	67000001	67500000	0.907	0.986	1	1.059
18:67500001-68000000	18	67500001	68000000	0.849	0.978	0.889	0.974
18:68000001-68500000	18	68000001	68500000	0.87	0.953	1.01	0.886
18:68500001-69000000	18	68500001	69000000	0.912	0.995	1	1.004
18:69000001-69500000	18	69000001	69500000	1.02	0.99	0.967	0.957
18:69500001-70000000	18	69500001	70000000	0.968	0.975	0.923	0.994
18:70000001-70500000	18	70000001	70500000	0.934	0.997	0.939	0.973
18:70500001-71000000	18	70500001	71000000	0.902	0.98	1.023	1.055
18:71000001-71500000	18	71000001	71500000	0.91	0.964	0.969	0.984
18:71500001-72000000	18	71500001	72000000	0.985	0.911	0.945	0.899
18:72000001-72500000	18	72000001	72500000	1.011	0.991	0.987	0.911
18:72500001-73000000	18	72500001	73000000	0.9	0.96	0.968	0.909
18:73000001-73500000	18	73000001	73500000	1.024	1.011	0.972	1.025
18:73500001-74000000	18	73500001	74000000	0.918	0.996	1.021	0.992
18:74000001-74500000	18	74000001	74500000	0.918	0.92	0.875	1.008
18:74500001-75000000	18	74500001	75000000	0.995	0.923	0.962	1.132
18:75000001-75500000	18	75000001	75500000	0.964	0.969	1.051	0.93
18:75500001-76000000	18	75500001	76000000	0.903	0.968	1.023	1.106
18:76000001-76500000	18	76000001	76500000	0.904	0.882	0.978	0.957
18:76500001-77000000	18	76500001	77000000	0.893	0.828	0.914	0.936
18:77500001-78000000	18	77500001	78000000	0.963	1.02	1.016	0.949
18:78000001-78500000	18	78000001	78500000	0.977	0.874	1.005	0.952
18:78500001-79000000	18	78500001	79000000	0.931	1.009	1.011	1.015
18:79000001-79500000	18	79000001	79500000	1.052	1.065	0.999	1.051
18:79500001-80000000	18	79500001	80000000	0.896	0.964	0.86	0.952
18:80000001-80373285	18	80000001	80373285	0.948	1.003	1.016	1.1
19:500001-1000000	19	500001	1000000	0.976	0.985	0.916	1.049
19:1000001-1500000	19	1000001	1500000	0.906	0.921	0.952	0.901
19:1500001-2000000	19	1500001	2000000	0.965	0.956	1.049	0.965
19:2000001-2500000	19	2000001	2500000	1.004	1.019	1.122	1.017
19:2500001-3000000	19	2500001	3000000	0.889	0.956	1.108	0.944
19:3000001-3500000	19	3000001	3500000	0.935	1.01	0.916	0.971
19:3500001-4000000	19	3500001	4000000	1	1.041	0.977	1.053
19:4000001-4500000	19	4000001	4500000	1.026	0.907	1.122	1.02
19:4500001-5000000	19	4500001	5000000	0.884	1.04	1.006	0.959
19:5000001-5500000	19	5000001	5500000	1.136	1.174	1.082	1.025
19:5500001-6000000	19	5500001	6000000	1.041	0.95	0.97	0.987
19:6000001-6500000	19	6000001	6500000	0.96	0.941	1.012	0.935
19:6500001-7000000	19	6500001	7000000	1.001	1	1.033	0.975
19:7500001-8000000	19	7500001	8000000	1.051	0.967	0.975	1.042
19:9000001-9500000	19	9000001	9500000	1.039	0.964	0.963	1.014
19:10000001-10500000	19	10000001	10500000	0.912	1.015	0.912	0.902
19:10500001-11000000	19	10500001	11000000	0.934	0.846	0.915	0.932
19:11000001-11500000	19	11000001	11500000	0.866	0.904	0.989	0.978
19:12500001-13000000	19	12500001	13000000	0.973	0.958	0.886	0.891
19:13500001-14000000	19	13500001	14000000	0.961	0.972	0.974	0.974
19:14500001-15000000	19	14500001	15000000	0.821	0.864	0.889	0.927
19:15000001-15500000	19	15000001	15500000	0.904	0.962	0.959	1.039
19:15500001-16000000	19	15500001	16000000	0.915	0.965	0.915	1.032
19:16000001-16500000	19	16000001	16500000	1.013	0.963	0.976	1
19:16500001-17000000	19	16500001	17000000	0.947	1.102	0.941	1.069
19:17000001-17500000	19	17000001	17500000	1.087	1.061	0.883	0.951
19:17500001-18000000	19	17500001	18000000	1.069	1.027	1.048	1.098
19:18000001-18500000	19	18000001	18500000	0.949	0.978	0.953	0.902
19:18500001-19000000	19	18500001	19000000	0.939	0.965	0.992	1.055
19:19000001-19500000	19	19000001	19500000	0.923	0.968	0.948	1.007
19:19500001-20000000	19	19500001	20000000	1.043	0.944	0.943	0.848
19:28000001-28500000	19	28000001	28500000	0.945	1.032	1.034	0.926
19:28500001-29000000	19	28500001	29000000	0.971	0.95	0.855	0.932
19:29000001-29500000	19	29000001	29500000	1.075	0.972	0.986	1.097
19:29500001-30000000	19	29500001	30000000	0.98	0.904	1.036	0.925
19:30000001-30500000	19	30000001	30500000	1.002	0.985	1.061	1.066
19:30500001-31000000	19	30500001	31000000	0.978	0.999	1.062	0.97
19:31000001-31500000	19	31000001	31500000	0.885	1.014	1.001	0.905
19:31500001-32000000	19	31500001	32000000	1.071	1.05	1.01	0.935
19:32000001-32500000	19	32000001	32500000	0.925	0.925	0.898	0.985
19:32500001-33000000	19	32500001	33000000	1.026	0.978	0.911	0.988
19:33000001-33500000	19	33000001	33500000	1.057	1.073	1.043	1.009
19:33500001-34000000	19	33500001	34000000	0.899	1.074	0.987	0.927
19:34000001-34500000	19	34000001	34500000	1.015	0.984	0.897	0.864
19:34500001-35000000	19	34500001	35000000	0.943	1.002	1.022	1.007
19:35000001-35500000	19	35000001	35500000	0.997	1.012	0.969	1.014
19:35500001-36000000	19	35500001	36000000	0.949	1.066	1.035	0.902
19:36500001-37000000	19	36500001	37000000	0.971	0.94	0.932	0.917
19:38000001-38500000	19	38000001	38500000	1.015	1.03	1.018	1.012
19:38500001-39000000	19	38500001	39000000	1.007	1.021	1.051	1.073
19:39000001-39500000	19	39000001	39500000	0.896	0.883	0.878	0.983
19:39500001-40000000	19	39500001	40000000	0.968	1.077	0.91	0.954
19:40000001-40500000	19	40000001	40500000	1.009	1.101	0.994	0.909
19:40500001-41000000	19	40500001	41000000	1.018	0.912	0.958	0.925
19:41000001-41500000	19	41000001	41500000	0.962	0.951	0.949	0.893
19:41500001-42000000	19	41500001	42000000	0.971	0.956	1.056	0.992
19:42000001-42500000	19	42000001	42500000	0.987	1.032	0.988	0.981
19:43500001-44000000	19	43500001	44000000	0.829	0.887	0.835	0.849
19:44000001-44500000	19	44000001	44500000	1.025	0.922	1.029	0.85
19:44500001-45000000	19	44500001	45000000	1.017	0.996	1.029	1.025
19:45000001-45500000	19	45000001	45500000	0.979	0.979	1.054	1.163
19:45500001-46000000	19	45500001	46000000	0.997	0.989	0.994	0.98
19:46500001-47000000	19	46500001	47000000	0.935	0.866	1.012	0.88
19:47000001-47500000	19	47000001	47500000	0.903	0.955	1.106	0.967
19:48000001-48500000	19	48000001	48500000	1	0.911	0.906	0.888
19:49000001-49500000	19	49000001	49500000	1.026	0.988	1.036	1.039
19:49500001-50000000	19	49500001	50000000	1.118	1.045	1.015	0.969
19:50500001-51000000	19	50500001	51000000	1.009	0.908	1.071	0.952
19:51000001-51500000	19	51000001	51500000	1.089	1.033	0.999	1.02
19:51500001-52000000	19	51500001	52000000	0.983	0.972	0.914	0.867
19:52000001-52500000	19	52000001	52500000	0.861	0.885	0.859	0.882
19:54000001-54500000	19	54000001	54500000	0.994	0.983	0.976	0.982
19:55000001-55500000	19	55000001	55500000	1.107	1.048	0.967	0.988
19:55500001-56000000	19	55500001	56000000	1.033	0.877	1.032	0.908
19:56000001-56500000	19	56000001	56500000	1.003	0.984	1.009	0.939
19:57000001-57500000	19	57000001	57500000	1.033	0.862	0.837	1.008
19:57500001-58000000	19	57500001	58000000	1.068	0.944	1.016	0.965
19:58000001-58500000	19	58000001	58500000	0.982	0.905	0.975	0.934
20:1-500000	20	1	500000	0.943	0.997	0.934	0.946
20:500001-1000000	20	500001	1000000	0.991	1.027	0.984	1.055
20:1000001-1500000	20	1000001	1500000	0.895	0.907	1.004	0.908
20:1500001-2000000	20	1500001	2000000	0.884	0.938	0.893	0.954
20:2000001-2500000	20	2000001	2500000	0.951	1.091	1.054	1.028
20:2500001-3000000	20	2500001	3000000	0.942	0.978	0.908	1.041
20:3000001-3500000	20	3000001	3500000	0.927	1.072	0.954	1.004
20:3500001-4000000	20	3500001	4000000	0.96	1.079	0.984	1.026
20:4000001-4500000	20	4000001	4500000	1.046	1.085	0.995	1.038
20:4500001-5000000	20	4500001	5000000	0.985	0.968	0.977	0.988
20:5000001-5500000	20	5000001	5500000	1.038	1.04	1.097	1.066
20:6000001-6500000	20	6000001	6500000	0.866	0.981	1.082	1.044
20:6500001-7000000	20	6500001	7000000	1.01	0.957	1.014	1.055
20:7000001-7500000	20	7000001	7500000	0.962	1.032	1.008	0.969
20:7500001-8000000	20	7500001	8000000	1.033	1.008	0.93	1.033
20:8000001-8500000	20	8000001	8500000	1.029	1.132	0.971	1.027
20:8500001-9000000	20	8500001	9000000	0.993	1.006	0.97	1.025
20:9500001-10000000	20	9500001	10000000	1.028	1.045	0.992	0.944
20:10500001-11000000	20	10500001	11000000	0.949	0.984	0.966	1.048
20:11000001-11500000	20	11000001	11500000	1.013	0.997	1.027	0.988
20:11500001-12000000	20	11500001	12000000	1.01	1.001	0.98	0.999
20:12000001-12500000	20	12000001	12500000	0.98	1.019	1.022	1.081
20:12500001-13000000	20	12500001	13000000	0.982	0.997	1.032	0.99
20:13500001-14000000	20	13500001	14000000	0.99	0.976	1.048	1.017
20:14000001-14500000	20	14000001	14500000	1.012	0.991	1.119	0.972
20:14500001-15000000	20	14500001	15000000	0.957	1.053	0.994	0.994
20:15000001-15500000	20	15000001	15500000	1.084	1.057	1.024	0.912
20:15500001-16000000	20	15500001	16000000	0.938	0.978	1.074	0.976
20:16000001-16500000	20	16000001	16500000	0.945	0.994	1.028	0.957
20:16500001-17000000	20	16500001	17000000	0.952	0.937	0.928	0.944
20:17000001-17500000	20	17000001	17500000	1.021	1.035	1.074	1.071
20:17500001-18000000	20	17500001	18000000	0.858	0.975	0.944	1.026
20:18500001-19000000	20	18500001	19000000	0.992	0.893	1.012	0.943
20:19000001-19500000	20	19000001	19500000	1.014	1.071	1.066	1.09
20:19500001-20000000	20	19500001	20000000	1.054	1.036	1.015	1.096
20:20000001-20500000	20	20000001	20500000	1.007	0.975	1.029	0.956
20:20500001-21000000	20	20500001	21000000	0.969	1.032	1.041	1.016
20:21000001-21500000	20	21000001	21500000	0.917	1.039	0.997	0.93
20:21500001-22000000	20	21500001	22000000	0.929	1.048	1.048	0.939
20:22500001-23000000	20	22500001	23000000	1.042	1.091	1.034	1.1
20:23000001-23500000	20	23000001	23500000	0.922	1.016	0.994	0.985
20:23500001-24000000	20	23500001	24000000	0.977	1.099	0.881	1.069
20:24500001-25000000	20	24500001	25000000	0.977	1.12	1.071	1.076
20:25000001-25500000	20	25000001	25500000	1.084	1.069	0.975	0.966
20:31500001-32000000	20	31500001	32000000	1.115	0.982	0.945	0.983
20:32000001-32500000	20	32000001	32500000	0.971	1.035	0.967	0.991
20:32500001-33000000	20	32500001	33000000	1.184	1.016	1.055	0.923
20:33000001-33500000	20	33000001	33500000	1.14	1.117	1.092	1.108
20:33500001-34000000	20	33500001	34000000	0.999	0.995	0.962	0.96
20:34000001-34500000	20	34000001	34500000	1.029	1.01	0.998	1.039
20:35000001-35500000	20	35000001	35500000	1.023	1.098	0.974	1.015
20:35500001-36000000	20	35500001	36000000	1.069	0.999	1.009	0.966
20:36000001-36500000	20	36000001	36500000	1.04	1.202	0.998	1.092
20:36500001-37000000	20	36500001	37000000	1.018	0.917	0.96	1.148
20:37000001-37500000	20	37000001	37500000	0.978	0.979	1.013	1.065
20:37500001-38000000	20	37500001	38000000	1.087	0.967	1.133	1.011
20:38000001-38500000	20	38000001	38500000	0.893	1.013	1.004	0.892
20:38500001-39000000	20	38500001	39000000	0.961	0.996	1.017	1.032
20:39000001-39500000	20	39000001	39500000	1.027	1.031	1.128	1.086
20:39500001-40000000	20	39500001	40000000	1.159	0.953	0.985	1.025
20:40000001-40500000	20	40000001	40500000	0.936	0.992	1.081	0.94
20:40500001-41000000	20	40500001	41000000	1.032	0.993	1.084	1.092
20:41000001-41500000	20	41000001	41500000	1.052	0.961	1.039	1.02
20:41500001-42000000	20	41500001	42000000	1.01	1.004	0.97	1.04
20:42000001-42500000	20	42000001	42500000	0.951	1.134	0.964	0.985
20:42500001-43000000	20	42500001	43000000	1.054	0.927	0.937	1.041
20:43000001-43500000	20	43000001	43500000	1.03	1.088	0.966	0.933
20:43500001-44000000	20	43500001	44000000	0.953	1.035	1.086	1.051
20:44000001-44500000	20	44000001	44500000	1.038	1.11	0.979	0.963
20:44500001-45000000	20	44500001	45000000	0.962	0.949	0.991	0.985
20:45000001-45500000	20	45000001	45500000	0.933	1.028	1.024	0.948
20:45500001-46000000	20	45500001	46000000	0.999	1.016	1.111	0.891
20:46000001-46500000	20	46000001	46500000	1.01	0.974	0.912	0.92
20:46500001-47000000	20	46500001	47000000	1.008	0.996	0.926	0.982
20:47000001-47500000	20	47000001	47500000	1.012	1.051	0.993	0.974
20:48000001-48500000	20	48000001	48500000	1.024	0.995	0.99	1.069
20:48500001-49000000	20	48500001	49000000	0.979	0.982	0.978	1.047
20:49000001-49500000	20	49000001	49500000	0.96	0.868	0.965	1.013
20:49500001-50000000	20	49500001	50000000	0.965	0.962	0.95	1.062
20:50000001-50500000	20	50000001	50500000	0.976	0.954	1.042	0.929
20:50500001-51000000	20	50500001	51000000	0.966	0.952	0.977	0.978
20:51000001-51500000	20	51000001	51500000	0.893	1.14	0.971	0.99
20:51500001-52000000	20	51500001	52000000	1.016	1.013	0.961	0.979
20:52000001-52500000	20	52000001	52500000	1.074	1.065	1.113	0.963
20:52500001-53000000	20	52500001	53000000	1.039	1.041	1.015	1.039
20:53000001-53500000	20	53000001	53500000	1.04	1.099	1.001	1.016
20:53500001-54000000	20	53500001	54000000	0.959	1.052	0.939	1.025
20:54000001-54500000	20	54000001	54500000	1.058	1.046	0.931	1.056
20:54500001-55000000	20	54500001	55000000	0.986	1.108	1.022	0.993
20:55000001-55500000	20	55000001	55500000	0.984	1.055	1.019	0.985
20:55500001-56000000	20	55500001	56000000	0.908	1.012	0.91	0.943
20:56000001-56500000	20	56000001	56500000	1.066	0.977	1.076	0.924
20:56500001-57000000	20	56500001	57000000	1.056	1.03	1.062	1.055
20:57500001-58000000	20	57500001	58000000	0.96	1.024	1.022	0.931
20:58000001-58500000	20	58000001	58500000	1.036	0.933	1.082	0.963
20:58500001-59000000	20	58500001	59000000	0.999	0.945	1.054	0.995
20:59000001-59500000	20	59000001	59500000	1.052	0.98	0.993	0.976
20:59500001-60000000	20	59500001	60000000	0.98	1.014	1.022	1.039
20:60000001-60500000	20	60000001	60500000	0.97	1.016	0.983	0.896
20:60500001-61000000	20	60500001	61000000	0.944	1.038	0.982	0.94
20:61000001-61500000	20	61000001	61500000	0.942	1.054	0.935	0.918
20:61500001-62000000	20	61500001	62000000	0.911	1.095	0.92	1.062
20:62000001-62500000	20	62000001	62500000	0.961	0.905	1.032	0.95
20:62500001-63000000	20	62500001	63000000	0.921	0.94	0.897	0.95
20:63000001-63500000	20	63000001	63500000	0.975	1.006	1.031	1.1
20:64000001-64444167	20	64000001	64444167	1.209	1.203	1.122	1.04
21:14000001-14500000	21	14000001	14500000	0.929	0.971	0.944	0.906
21:14500001-15000000	21	14500001	15000000	0.92	1.007	0.987	1.119
21:15000001-15500000	21	15000001	15500000	0.971	1.105	0.92	1.047
21:15500001-16000000	21	15500001	16000000	1.07	1.078	1.114	1.093
21:16000001-16500000	21	16000001	16500000	0.969	0.913	0.973	1.016
21:17000001-17500000	21	17000001	17500000	0.993	0.986	1.053	1.006
21:17500001-18000000	21	17500001	18000000	0.911	1.049	0.933	0.935
21:18000001-18500000	21	18000001	18500000	0.992	0.986	1.115	1.084
21:18500001-19000000	21	18500001	19000000	0.872	0.924	0.966	1.08
21:19000001-19500000	21	19000001	19500000	0.857	0.978	1.068	1.051
21:19500001-20000000	21	19500001	20000000	1.087	1.104	1.022	0.977
21:20000001-20500000	21	20000001	20500000	0.923	0.987	0.966	0.918
21:20500001-21000000	21	20500001	21000000	0.87	0.961	0.869	0.967
21:21000001-21500000	21	21000001	21500000	0.97	0.953	1.013	0.962
21:21500001-22000000	21	21500001	22000000	0.932	0.861	0.962	0.82
21:22000001-22500000	21	22000001	22500000	1.004	0.982	1.022	0.915
21:22500001-23000000	21	22500001	23000000	0.944	1.009	1.013	0.919
21:23000001-23500000	21	23000001	23500000	1	0.964	0.878	0.971
21:23500001-24000000	21	23500001	24000000	0.946	0.992	1.055	0.947
21:24000001-24500000	21	24000001	24500000	0.907	0.979	0.94	0.989
21:24500001-25000000	21	24500001	25000000	0.934	1.069	0.997	1.045
21:25000001-25500000	21	25000001	25500000	0.879	1.034	0.967	0.888
21:25500001-26000000	21	25500001	26000000	0.951	1.051	0.92	0.917
21:26000001-26500000	21	26000001	26500000	0.95	0.966	0.986	0.99
21:26500001-27000000	21	26500001	27000000	1.017	1.075	1.038	0.96
21:27000001-27500000	21	27000001	27500000	0.958	0.948	0.953	0.888
21:27500001-28000000	21	27500001	28000000	0.948	0.97	1.059	0.99
21:28000001-28500000	21	28000001	28500000	1.018	1.022	0.966	1.06
21:28500001-29000000	21	28500001	29000000	0.921	0.991	1.052	1.109
21:29000001-29500000	21	29000001	29500000	0.945	0.96	0.99	0.94
21:29500001-30000000	21	29500001	30000000	0.983	1.024	1.02	1.156
21:30000001-30500000	21	30000001	30500000	0.905	1.009	1.011	0.953
21:30500001-31000000	21	30500001	31000000	0.996	1.001	0.999	0.971
21:31000001-31500000	21	31000001	31500000	0.909	0.937	1.036	1.053
21:31500001-32000000	21	31500001	32000000	0.98	1.128	1.006	1.056
21:32500001-33000000	21	32500001	33000000	1.029	0.951	0.971	1.017
21:33000001-33500000	21	33000001	33500000	0.887	0.914	1.051	0.877
21:33500001-34000000	21	33500001	34000000	0.939	1.024	0.916	0.907
21:34000001-34500000	21	34000001	34500000	0.934	0.847	0.949	1.057
21:34500001-35000000	21	34500001	35000000	0.909	0.957	1.042	1.021
21:35000001-35500000	21	35000001	35500000	0.92	0.968	0.969	0.9
21:36000001-36500000	21	36000001	36500000	0.953	1.032	1.017	0.927
21:36500001-37000000	21	36500001	37000000	0.961	1.039	1.073	1.022
21:37000001-37500000	21	37000001	37500000	0.937	0.977	0.988	0.936
21:37500001-38000000	21	37500001	38000000	0.944	1.067	0.977	1.032
21:38000001-38500000	21	38000001	38500000	1.032	0.909	0.981	1.003
21:38500001-39000000	21	38500001	39000000	0.951	0.976	0.996	1.029
21:39000001-39500000	21	39000001	39500000	0.925	1.059	0.964	0.943
