feature	chromosome	start	end	SLX-17922.D708tp_D506tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D506tp.HC22GBBXY.s_6.r_1	SLX-16150.D709tp_D507tp.HC22VBBXY.s_3.r_1
15:58500001-59000000	15	58500001	59000000	0.907	0.898	0.898	0.953
15:59000001-59500000	15	59000001	59500000	0.947	0.917	0.934	1.007
15:59500001-60000000	15	59500001	60000000	0.951	1.033	1.007	1.021
15:60000001-60500000	15	60000001	60500000	0.977	1.021	0.987	1.027
15:60500001-61000000	15	60500001	61000000	0.967	1.028	1.037	1.044
15:61000001-61500000	15	61000001	61500000	0.951	1.031	1.009	1.071
15:61500001-62000000	15	61500001	62000000	0.99	1.107	1	1.099
15:62000001-62500000	15	62000001	62500000	1.031	1.008	1.051	1.043
15:62500001-63000000	15	62500001	63000000	0.966	1.059	1.069	1.006
15:63000001-63500000	15	63000001	63500000	0.95	1.052	0.992	0.969
15:63500001-64000000	15	63500001	64000000	0.934	0.925	0.904	1.035
15:64000001-64500000	15	64000001	64500000	1.06	1.023	0.906	0.988
15:64500001-65000000	15	64500001	65000000	1.004	0.884	0.997	1.151
15:65000001-65500000	15	65000001	65500000	0.901	1.073	1.054	1.017
15:65500001-66000000	15	65500001	66000000	0.927	0.847	0.951	0.939
15:66000001-66500000	15	66000001	66500000	1.076	1.033	0.982	1.063
15:66500001-67000000	15	66500001	67000000	0.954	0.969	1.063	1.011
15:67500001-68000000	15	67500001	68000000	0.958	0.945	0.985	0.984
15:68000001-68500000	15	68000001	68500000	0.911	0.977	1.02	0.821
15:68500001-69000000	15	68500001	69000000	0.888	1.047	1.066	0.968
15:69000001-69500000	15	69000001	69500000	1.011	0.919	0.949	0.9
15:69500001-70000000	15	69500001	70000000	0.969	1.006	0.979	1.087
15:70000001-70500000	15	70000001	70500000	0.949	0.937	0.993	0.989
15:70500001-71000000	15	70500001	71000000	1.061	1.07	1.12	1.018
15:71000001-71500000	15	71000001	71500000	1.1	1.072	1.023	1.102
15:71500001-72000000	15	71500001	72000000	0.959	1.082	1.066	1.065
15:72000001-72500000	15	72000001	72500000	1.011	0.992	0.995	0.97
15:72500001-73000000	15	72500001	73000000	1.017	1.098	0.954	1
15:73000001-73500000	15	73000001	73500000	1.059	1.095	1.038	0.992
15:73500001-74000000	15	73500001	74000000	1.044	1.061	0.883	1.082
15:74000001-74500000	15	74000001	74500000	1.111	1.094	1.108	1.194
15:74500001-75000000	15	74500001	75000000	0.947	0.963	0.978	0.857
15:75500001-76000000	15	75500001	76000000	0.997	0.936	0.998	1.053
15:76000001-76500000	15	76000001	76500000	1.09	1.064	0.997	1.071
15:76500001-77000000	15	76500001	77000000	0.998	1.011	1.095	1.045
15:77000001-77500000	15	77000001	77500000	1.031	1.086	1.245	1.061
15:77500001-78000000	15	77500001	78000000	1.201	1.161	1.125	1.035
15:78000001-78500000	15	78000001	78500000	1.114	1.016	0.96	1.024
15:78500001-79000000	15	78500001	79000000	1.048	0.959	1.136	1.026
15:79000001-79500000	15	79000001	79500000	0.99	1.028	1.024	1.032
15:79500001-80000000	15	79500001	80000000	1.062	1.028	1.058	1.135
15:80000001-80500000	15	80000001	80500000	0.912	0.997	1.044	1.019
15:80500001-81000000	15	80500001	81000000	1.005	0.973	1.015	1.035
15:81000001-81500000	15	81000001	81500000	0.943	1.021	1.063	0.918
15:81500001-82000000	15	81500001	82000000	1.14	1.092	1.079	1.178
15:82500001-83000000	15	82500001	83000000	1	1.099	1.109	1.017
15:83000001-83500000	15	83000001	83500000	1.163	1.07	1.016	1.104
15:83500001-84000000	15	83500001	84000000	0.959	0.99	0.991	1.049
15:84500001-85000000	15	84500001	85000000	1.077	1.055	1.022	0.984
15:85500001-86000000	15	85500001	86000000	0.957	0.963	0.91	1.036
15:86000001-86500000	15	86000001	86500000	1.029	1.138	0.999	1.093
15:86500001-87000000	15	86500001	87000000	1.072	0.938	0.984	0.993
15:87000001-87500000	15	87000001	87500000	1.008	1.119	0.972	0.993
15:87500001-88000000	15	87500001	88000000	1.066	0.992	1.049	1.089
15:88000001-88500000	15	88000001	88500000	0.957	1.008	1.03	0.96
15:88500001-89000000	15	88500001	89000000	1.063	1.138	1.068	1.083
15:89000001-89500000	15	89000001	89500000	1.001	0.931	1.04	0.989
15:89500001-90000000	15	89500001	90000000	0.927	1.056	0.975	1.002
15:90000001-90500000	15	90000001	90500000	0.96	0.894	0.948	0.921
15:90500001-91000000	15	90500001	91000000	1.016	0.985	0.889	0.975
15:91000001-91500000	15	91000001	91500000	1.092	0.978	1.063	1.147
15:92000001-92500000	15	92000001	92500000	0.926	1.037	1.054	1.007
15:92500001-93000000	15	92500001	93000000	1.078	0.992	0.899	1.044
15:93000001-93500000	15	93000001	93500000	1.01	1.027	1.024	0.901
15:93500001-94000000	15	93500001	94000000	1.052	1.136	1.047	1.03
15:94000001-94500000	15	94000001	94500000	1.022	1	0.928	1.177
15:94500001-95000000	15	94500001	95000000	1.056	0.914	0.978	1.007
15:95000001-95500000	15	95000001	95500000	1.028	1.105	0.929	1.074
15:95500001-96000000	15	95500001	96000000	1.013	1.023	0.98	0.97
15:96000001-96500000	15	96000001	96500000	1.02	0.902	0.941	0.857
15:96500001-97000000	15	96500001	97000000	1.061	0.987	0.925	0.96
15:97000001-97500000	15	97000001	97500000	1.013	0.991	1.006	1.019
15:97500001-98000000	15	97500001	98000000	1.027	0.888	1.009	1.104
15:98000001-98500000	15	98000001	98500000	0.931	1.072	1.009	1.004
15:98500001-99000000	15	98500001	99000000	1.071	1.002	0.928	0.934
15:99000001-99500000	15	99000001	99500000	0.991	0.983	1.042	0.993
15:99500001-100000000	15	99500001	100000000	0.954	1.038	0.978	0.886
15:100000001-100500000	15	100000001	100500000	1.141	1.059	1.074	0.981
15:100500001-101000000	15	100500001	101000000	0.987	1.074	1.107	1.069
15:101000001-101500000	15	101000001	101500000	0.927	0.877	0.956	0.998
16:1-500000	16	1	500000	0.963	1.001	0.972	1.097
16:500001-1000000	16	500001	1000000	1.035	0.985	1.016	0.973
16:1000001-1500000	16	1000001	1500000	0.982	0.995	1.019	0.999
16:1500001-2000000	16	1500001	2000000	0.939	0.923	0.938	1.032
16:2000001-2500000	16	2000001	2500000	0.943	1.255	0.878	0.967
16:3500001-4000000	16	3500001	4000000	0.963	0.966	1.122	0.993
16:4000001-4500000	16	4000001	4500000	0.984	0.963	1.012	1.051
16:4500001-5000000	16	4500001	5000000	0.848	0.962	0.814	1.017
16:5500001-6000000	16	5500001	6000000	1.058	1.015	1.077	1.002
16:6000001-6500000	16	6000001	6500000	0.945	0.968	0.931	0.941
16:6500001-7000000	16	6500001	7000000	0.919	0.957	1.028	0.917
16:7000001-7500000	16	7000001	7500000	0.909	1.004	0.929	0.906
16:7500001-8000000	16	7500001	8000000	0.963	0.886	0.931	0.998
16:8000001-8500000	16	8000001	8500000	0.995	1.038	1.01	0.984
16:8500001-9000000	16	8500001	9000000	0.933	0.947	0.945	0.972
16:9000001-9500000	16	9000001	9500000	0.917	0.949	1.017	0.959
16:9500001-10000000	16	9500001	10000000	1.007	0.986	1.036	0.895
16:10000001-10500000	16	10000001	10500000	0.94	1.052	0.883	1.068
16:11000001-11500000	16	11000001	11500000	0.933	1.093	1.072	0.98
16:11500001-12000000	16	11500001	12000000	0.929	0.851	1.016	1.054
16:12000001-12500000	16	12000001	12500000	0.959	1.019	0.997	1.116
16:12500001-13000000	16	12500001	13000000	0.887	1.018	0.92	0.993
16:13000001-13500000	16	13000001	13500000	0.999	0.936	1.168	1.043
16:13500001-14000000	16	13500001	14000000	0.954	0.939	0.917	1.028
16:14000001-14500000	16	14000001	14500000	0.937	0.957	0.914	0.981
16:15500001-16000000	16	15500001	16000000	0.934	0.95	0.867	1.081
16:17000001-17500000	16	17000001	17500000	1.078	1.078	0.987	0.989
16:17500001-18000000	16	17500001	18000000	1.041	0.993	0.986	1.052
16:19000001-19500000	16	19000001	19500000	0.91	1.08	0.988	0.961
16:19500001-20000000	16	19500001	20000000	0.931	0.866	0.933	1.05
16:20000001-20500000	16	20000001	20500000	0.908	0.945	0.995	1.053
16:22000001-22500000	16	22000001	22500000	1.057	1.121	1.034	1.092
16:23000001-23500000	16	23000001	23500000	0.881	0.923	0.956	0.962
16:23500001-24000000	16	23500001	24000000	0.936	1.019	0.959	0.967
16:24000001-24500000	16	24000001	24500000	0.954	0.973	0.93	0.917
16:24500001-25000000	16	24500001	25000000	0.989	1.021	1.01	0.914
16:25000001-25500000	16	25000001	25500000	0.916	0.942	0.949	0.922
16:25500001-26000000	16	25500001	26000000	0.96	0.945	1.02	1.016
16:26000001-26500000	16	26000001	26500000	0.96	0.953	0.992	0.909
16:26500001-27000000	16	26500001	27000000	0.897	0.944	0.968	0.943
16:27000001-27500000	16	27000001	27500000	1.016	0.951	1.036	0.991
16:27500001-28000000	16	27500001	28000000	1.015	1.163	0.989	1.052
16:30500001-31000000	16	30500001	31000000	0.957	0.99	1.038	1.015
16:31000001-31500000	16	31000001	31500000	0.86	0.963	0.862	0.937
16:46500001-47000000	16	46500001	47000000	0.846	1.022	0.999	0.982
16:47000001-47500000	16	47000001	47500000	1.043	0.965	0.939	1.02
16:47500001-48000000	16	47500001	48000000	1.045	1.017	0.947	0.977
16:48000001-48500000	16	48000001	48500000	1.129	1.053	1.124	0.986
16:48500001-49000000	16	48500001	49000000	0.952	0.957	0.978	1.062
16:49000001-49500000	16	49000001	49500000	1.005	0.945	0.96	0.979
16:49500001-50000000	16	49500001	50000000	0.967	1.043	1.101	0.987
16:50000001-50500000	16	50000001	50500000	0.927	0.948	0.928	0.984
16:50500001-51000000	16	50500001	51000000	0.923	1.08	0.968	0.993
16:51000001-51500000	16	51000001	51500000	0.953	1.041	1.061	1.006
16:51500001-52000000	16	51500001	52000000	0.992	1	1.035	0.983
16:52000001-52500000	16	52000001	52500000	1.013	0.907	1.014	1.009
16:52500001-53000000	16	52500001	53000000	1.02	0.979	0.914	1.022
16:53000001-53500000	16	53000001	53500000	1.007	0.864	0.994	0.986
16:53500001-54000000	16	53500001	54000000	0.987	1.036	0.977	0.961
16:54000001-54500000	16	54000001	54500000	0.98	0.976	0.931	1.116
16:54500001-55000000	16	54500001	55000000	0.961	1.01	1.107	0.998
16:55000001-55500000	16	55000001	55500000	1.058	1.035	0.978	0.956
16:55500001-56000000	16	55500001	56000000	0.925	1.01	1.041	1.036
16:56000001-56500000	16	56000001	56500000	0.993	0.996	0.998	1.038
16:56500001-57000000	16	56500001	57000000	0.996	0.953	1.057	0.979
16:57000001-57500000	16	57000001	57500000	0.916	0.902	0.969	0.928
16:57500001-58000000	16	57500001	58000000	0.869	0.955	0.955	0.926
16:58000001-58500000	16	58000001	58500000	1.028	1.075	0.953	1.146
16:58500001-59000000	16	58500001	59000000	0.955	1.013	0.94	0.892
16:59000001-59500000	16	59000001	59500000	0.997	0.942	1.062	1.035
16:59500001-60000000	16	59500001	60000000	1.025	0.959	0.86	0.986
16:60500001-61000000	16	60500001	61000000	0.968	1.021	1.013	0.944
16:61000001-61500000	16	61000001	61500000	1.066	1	1.071	1.063
16:61500001-62000000	16	61500001	62000000	0.936	0.963	0.938	0.99
16:62000001-62500000	16	62000001	62500000	0.972	0.862	1.052	0.832
16:62500001-63000000	16	62500001	63000000	1.122	0.978	1.026	0.874
16:63000001-63500000	16	63000001	63500000	1.023	0.963	1.002	1.001
16:63500001-64000000	16	63500001	64000000	1.026	0.987	0.948	1.004
16:64000001-64500000	16	64000001	64500000	0.988	0.983	0.93	0.994
16:64500001-65000000	16	64500001	65000000	0.984	0.952	0.957	1.004
16:65000001-65500000	16	65000001	65500000	1.001	0.987	0.941	0.836
16:66000001-66500000	16	66000001	66500000	0.981	0.982	0.902	0.98
16:66500001-67000000	16	66500001	67000000	0.997	1.03	1.072	0.96
16:67000001-67500000	16	67000001	67500000	0.87	1.046	1	0.917
16:68000001-68500000	16	68000001	68500000	0.946	0.959	0.974	0.967
16:68500001-69000000	16	68500001	69000000	1.015	1.133	1.132	0.92
16:69500001-70000000	16	69500001	70000000	0.935	1.03	1.074	1.113
16:71500001-72000000	16	71500001	72000000	0.897	0.935	0.887	1.008
16:72000001-72500000	16	72000001	72500000	0.975	0.926	1.036	0.971
16:72500001-73000000	16	72500001	73000000	0.952	1.031	1.089	1.024
16:73500001-74000000	16	73500001	74000000	1.025	1.038	0.972	0.962
16:74000001-74500000	16	74000001	74500000	1.062	1.03	1.105	0.919
16:74500001-75000000	16	74500001	75000000	0.958	0.989	1.049	0.941
16:75000001-75500000	16	75000001	75500000	0.966	1.016	0.918	1.024
16:75500001-76000000	16	75500001	76000000	0.951	0.982	0.997	1.023
16:76000001-76500000	16	76000001	76500000	1.077	0.954	0.986	1.01
16:76500001-77000000	16	76500001	77000000	0.924	1.015	1.011	0.903
16:77000001-77500000	16	77000001	77500000	0.838	0.958	0.912	0.94
16:77500001-78000000	16	77500001	78000000	0.997	1	1.049	1.068
16:78000001-78500000	16	78000001	78500000	0.932	0.931	0.966	0.949
16:78500001-79000000	16	78500001	79000000	0.925	0.972	0.993	0.915
16:79000001-79500000	16	79000001	79500000	0.995	0.951	0.966	0.98
16:79500001-80000000	16	79500001	80000000	1.02	1.045	0.909	0.86
16:80000001-80500000	16	80000001	80500000	0.972	1.003	0.936	1.015
16:80500001-81000000	16	80500001	81000000	1.001	0.984	0.994	0.968
16:81000001-81500000	16	81000001	81500000	0.913	0.984	1.033	0.803
16:81500001-82000000	16	81500001	82000000	0.849	0.903	0.948	0.951
16:82500001-83000000	16	82500001	83000000	0.973	0.988	1.059	0.897
16:83000001-83500000	16	83000001	83500000	1.023	0.964	0.887	0.938
16:83500001-84000000	16	83500001	84000000	0.91	0.991	1.001	0.936
16:84000001-84500000	16	84000001	84500000	0.95	1.102	1.072	1.054
16:84500001-85000000	16	84500001	85000000	0.938	0.975	1.074	0.909
16:85000001-85500000	16	85000001	85500000	1.038	0.965	1.019	1.084
16:85500001-86000000	16	85500001	86000000	0.964	0.967	0.982	0.833
16:86000001-86500000	16	86000001	86500000	0.972	0.966	1.05	1.009
16:86500001-87000000	16	86500001	87000000	0.998	0.995	1.057	0.97
16:87000001-87500000	16	87000001	87500000	0.998	1.038	0.974	1.006
16:87500001-88000000	16	87500001	88000000	1.108	0.964	1.065	1.094
16:88500001-89000000	16	88500001	89000000	0.963	0.864	0.962	0.947
16:89000001-89500000	16	89000001	89500000	0.966	0.917	0.99	1.068
16:89500001-90000000	16	89500001	90000000	0.991	1.005	1.011	0.881
17:500001-1000000	17	500001	1000000	0.953	0.986	1.02	0.908
17:1000001-1500000	17	1000001	1500000	1.024	1.084	1.09	1.169
17:1500001-2000000	17	1500001	2000000	1.062	0.952	0.959	1.047
17:2000001-2500000	17	2000001	2500000	0.903	1.075	0.994	0.956
17:2500001-3000000	17	2500001	3000000	1.028	1.068	0.924	1.015
17:3500001-4000000	17	3500001	4000000	0.979	1.119	1.044	1.12
17:4000001-4500000	17	4000001	4500000	0.914	0.92	0.83	0.989
17:4500001-5000000	17	4500001	5000000	0.942	0.965	0.945	0.988
17:5000001-5500000	17	5000001	5500000	1.123	1.002	1.124	0.939
17:5500001-6000000	17	5500001	6000000	1.042	1.113	0.968	1.025
17:6000001-6500000	17	6000001	6500000	1.07	1.012	1.054	1
17:6500001-7000000	17	6500001	7000000	1.081	1.108	1.077	1.177
17:7000001-7500000	17	7000001	7500000	0.94	0.929	0.939	1.109
17:7500001-8000000	17	7500001	8000000	0.985	0.859	1.016	1.006
17:8000001-8500000	17	8000001	8500000	0.958	0.964	0.888	1.024
17:8500001-9000000	17	8500001	9000000	0.954	0.902	1.109	1.028
17:9000001-9500000	17	9000001	9500000	0.933	1.121	0.981	1.041
17:9500001-10000000	17	9500001	10000000	1.066	1.038	1.119	1.047
17:10000001-10500000	17	10000001	10500000	0.918	1.046	1.015	0.969
17:10500001-11000000	17	10500001	11000000	0.913	1.052	0.946	1.035
17:11000001-11500000	17	11000001	11500000	0.934	1.002	0.9	0.996
17:11500001-12000000	17	11500001	12000000	1.056	1.075	1.1	0.945
17:12000001-12500000	17	12000001	12500000	0.941	1.064	1.06	1.004
17:12500001-13000000	17	12500001	13000000	0.928	0.953	0.977	0.997
17:13000001-13500000	17	13000001	13500000	1.03	0.984	0.949	0.985
17:13500001-14000000	17	13500001	14000000	0.961	1.049	1.006	0.995
17:14500001-15000000	17	14500001	15000000	0.938	1.081	0.999	0.878
17:15000001-15500000	17	15000001	15500000	1.096	1.001	0.977	0.975
17:16000001-16500000	17	16000001	16500000	1.032	0.979	1.008	0.888
17:17000001-17500000	17	17000001	17500000	0.889	0.959	0.892	0.982
17:17500001-18000000	17	17500001	18000000	0.965	0.968	0.988	1.087
17:21000001-21500000	17	21000001	21500000	0.907	0.992	0.985	0.956
17:27000001-27500000	17	27000001	27500000	0.986	1.071	0.935	1.01
17:27500001-28000000	17	27500001	28000000	0.949	1.026	0.91	0.993
17:28000001-28500000	17	28000001	28500000	0.953	0.961	0.915	0.979
17:28500001-29000000	17	28500001	29000000	0.994	0.99	1.029	0.854
17:29000001-29500000	17	29000001	29500000	0.967	1.061	0.912	1.052
17:29500001-30000000	17	29500001	30000000	0.958	1.017	0.93	0.886
17:30000001-30500000	17	30000001	30500000	0.86	0.987	0.969	1.007
17:31000001-31500000	17	31000001	31500000	0.964	0.945	1.084	1.057
17:31500001-32000000	17	31500001	32000000	0.962	0.965	1.046	1.135
17:32500001-33000000	17	32500001	33000000	0.934	1.039	1.086	0.971
17:33000001-33500000	17	33000001	33500000	0.974	1.052	0.966	0.992
17:33500001-34000000	17	33500001	34000000	0.961	1	1.049	0.977
17:34000001-34500000	17	34000001	34500000	0.969	1.039	1.077	0.998
17:34500001-35000000	17	34500001	35000000	0.968	0.964	1.03	1.017
17:35000001-35500000	17	35000001	35500000	1.017	1.072	1.053	1.026
17:36500001-37000000	17	36500001	37000000	0.992	1.03	1.01	0.902
17:37000001-37500000	17	37000001	37500000	0.968	0.986	0.937	1.089
17:38500001-39000000	17	38500001	39000000	0.919	1.012	1.071	1.062
17:39000001-39500000	17	39000001	39500000	0.964	0.938	1.002	0.898
17:39500001-40000000	17	39500001	40000000	0.967	0.998	0.969	0.967
17:40000001-40500000	17	40000001	40500000	0.904	0.995	1.003	0.906
17:40500001-41000000	17	40500001	41000000	0.955	1.035	0.974	0.966
17:41000001-41500000	17	41000001	41500000	0.996	0.98	1.089	1.012
17:41500001-42000000	17	41500001	42000000	0.958	1.091	1.034	1.133
17:42000001-42500000	17	42000001	42500000	0.938	1.047	0.938	1.003
17:42500001-43000000	17	42500001	43000000	1.049	0.97	0.953	0.982
17:44000001-44500000	17	44000001	44500000	0.968	0.957	1.005	1.014
17:44500001-45000000	17	44500001	45000000	1.043	1.031	1.132	0.99
17:45000001-45500000	17	45000001	45500000	0.902	0.988	1.017	0.955
17:45500001-46000000	17	45500001	46000000	1.143	1.262	1.158	1.015
17:47500001-48000000	17	47500001	48000000	0.958	1.004	1.009	1.023
17:48000001-48500000	17	48000001	48500000	0.917	1.019	0.902	0.982
17:48500001-49000000	17	48500001	49000000	0.909	0.991	0.946	0.906
17:49000001-49500000	17	49000001	49500000	0.973	1.053	0.975	1.033
17:49500001-50000000	17	49500001	50000000	1.014	1.061	0.965	1.046
17:50000001-50500000	17	50000001	50500000	0.913	0.967	0.968	0.972
17:50500001-51000000	17	50500001	51000000	0.913	0.995	0.972	0.926
17:51000001-51500000	17	51000001	51500000	0.948	1.046	0.958	1.088
17:51500001-52000000	17	51500001	52000000	0.988	1.038	1.022	0.951
17:52000001-52500000	17	52000001	52500000	1.059	0.935	1.134	0.963
17:52500001-53000000	17	52500001	53000000	0.986	1.037	1.059	0.888
17:53500001-54000000	17	53500001	54000000	0.998	0.957	1.024	0.986
17:54000001-54500000	17	54000001	54500000	0.916	1.003	1.002	0.959
17:55000001-55500000	17	55000001	55500000	0.942	0.963	1.034	1.001
17:55500001-56000000	17	55500001	56000000	1.036	1.049	1.07	0.965
17:56000001-56500000	17	56000001	56500000	1.048	1.071	1.118	1.082
17:56500001-57000000	17	56500001	57000000	0.978	0.926	1.03	0.898
17:57000001-57500000	17	57000001	57500000	0.935	1.024	1.04	0.99
17:57500001-58000000	17	57500001	58000000	0.96	0.947	0.943	0.97
17:58000001-58500000	17	58000001	58500000	0.914	0.971	1.024	0.906
17:58500001-59000000	17	58500001	59000000	1.047	0.878	1.022	0.98
17:59500001-60000000	17	59500001	60000000	0.886	0.869	0.828	0.898
17:60500001-61000000	17	60500001	61000000	0.838	0.975	1.053	1.015
17:61000001-61500000	17	61000001	61500000	1.01	0.991	1.006	0.972
17:61500001-62000000	17	61500001	62000000	0.991	0.973	0.878	0.816
17:62500001-63000000	17	62500001	63000000	0.984	1.08	1.118	1.022
17:63500001-64000000	17	63500001	64000000	0.957	0.964	0.999	1.024
17:64000001-64500000	17	64000001	64500000	0.818	1.009	0.836	0.892
17:65000001-65500000	17	65000001	65500000	1.061	0.993	1.039	0.93
17:66000001-66500000	17	66000001	66500000	0.944	0.977	1.033	0.963
17:66500001-67000000	17	66500001	67000000	1.022	1.004	1.183	1.08
17:67000001-67500000	17	67000001	67500000	0.964	0.946	0.987	1.022
17:67500001-68000000	17	67500001	68000000	0.85	1.035	0.991	1.018
17:68500001-69000000	17	68500001	69000000	0.901	0.966	0.925	0.976
17:69000001-69500000	17	69000001	69500000	1.025	0.927	1.044	1.106
17:69500001-70000000	17	69500001	70000000	0.984	1.105	0.966	1.039
17:70000001-70500000	17	70000001	70500000	1.009	1.067	0.954	0.923
17:70500001-71000000	17	70500001	71000000	1.028	1.054	1.04	0.985
17:71000001-71500000	17	71000001	71500000	1.013	0.99	0.964	0.963
17:71500001-72000000	17	71500001	72000000	1.015	0.985	0.928	0.934
17:72500001-73000000	17	72500001	73000000	1.002	1.067	0.977	1.01
17:73000001-73500000	17	73000001	73500000	1.038	1.038	1.123	1.097
17:73500001-74000000	17	73500001	74000000	1.08	1.037	1.049	1.001
17:74000001-74500000	17	74000001	74500000	0.971	1.018	0.987	1.008
17:74500001-75000000	17	74500001	75000000	1.033	0.962	0.965	0.864
17:75000001-75500000	17	75000001	75500000	0.928	1.048	0.897	1.006
17:75500001-76000000	17	75500001	76000000	1.098	0.907	0.982	1.041
17:76000001-76500000	17	76000001	76500000	0.957	0.891	1.019	1.001
17:76500001-77000000	17	76500001	77000000	1.082	0.987	1.044	1.108
17:77000001-77500000	17	77000001	77500000	0.948	0.958	0.955	1.056
17:77500001-78000000	17	77500001	78000000	1.026	1.109	0.897	0.947
17:78000001-78500000	17	78000001	78500000	1.014	1.03	0.898	1.006
17:78500001-79000000	17	78500001	79000000	0.946	1.07	1	0.991
17:79000001-79500000	17	79000001	79500000	1.059	1.092	1.112	0.974
17:79500001-80000000	17	79500001	80000000	0.992	0.976	1.102	1.023
17:80000001-80500000	17	80000001	80500000	0.861	1.025	1.142	1.069
17:81000001-81500000	17	81000001	81500000	0.969	0.96	0.988	0.883
17:81500001-82000000	17	81500001	82000000	0.944	0.929	0.857	0.807
17:82000001-82500000	17	82000001	82500000	0.901	0.881	0.849	0.912
17:82500001-83000000	17	82500001	83000000	1.051	0.894	0.907	0.939
17:83000001-83257441	17	83000001	83257441	1.19	1.062	1.187	0.953
18:1-500000	18	1	500000	1.101	0.988	1.1	1.054
18:500001-1000000	18	500001	1000000	0.974	1.075	0.88	0.979
18:1000001-1500000	18	1000001	1500000	0.958	1.03	0.97	1.073
18:1500001-2000000	18	1500001	2000000	0.942	0.987	1.032	1.159
18:2000001-2500000	18	2000001	2500000	0.968	0.996	0.981	1.112
18:3000001-3500000	18	3000001	3500000	0.907	0.924	1.004	0.951
18:3500001-4000000	18	3500001	4000000	0.984	1.069	1	1.041
18:4000001-4500000	18	4000001	4500000	1.021	1.082	0.937	0.993
18:4500001-5000000	18	4500001	5000000	1.041	1.045	0.851	0.901
18:5000001-5500000	18	5000001	5500000	0.91	0.916	1.055	0.949
18:5500001-6000000	18	5500001	6000000	1.004	1.01	0.922	0.991
18:6000001-6500000	18	6000001	6500000	1.017	0.955	1.108	1.001
18:6500001-7000000	18	6500001	7000000	0.998	0.958	0.934	0.912
18:7000001-7500000	18	7000001	7500000	0.995	1.099	1.162	1.074
18:7500001-8000000	18	7500001	8000000	0.93	1.029	1.029	0.99
18:9000001-9500000	18	9000001	9500000	0.88	0.899	0.928	0.855
18:9500001-10000000	18	9500001	10000000	0.906	0.911	0.903	0.92
18:10000001-10500000	18	10000001	10500000	0.926	0.986	1.102	1.049
18:10500001-11000000	18	10500001	11000000	0.97	1.043	1.082	0.983
18:11000001-11500000	18	11000001	11500000	1.016	1.049	1.014	0.99
18:11500001-12000000	18	11500001	12000000	0.952	0.984	1.095	1.035
18:12500001-13000000	18	12500001	13000000	0.976	1.093	0.99	0.957
18:13000001-13500000	18	13000001	13500000	1.009	0.893	0.997	0.944
18:13500001-14000000	18	13500001	14000000	0.956	1.004	0.943	0.987
18:21000001-21500000	18	21000001	21500000	0.962	0.907	1.028	0.956
18:21500001-22000000	18	21500001	22000000	0.938	0.907	0.896	0.92
18:22000001-22500000	18	22000001	22500000	0.976	1.039	1.009	1.055
18:22500001-23000000	18	22500001	23000000	0.991	1.112	0.999	1.017
18:23000001-23500000	18	23000001	23500000	0.952	1.019	1.134	1.033
18:23500001-24000000	18	23500001	24000000	1.033	0.939	0.948	0.983
18:24000001-24500000	18	24000001	24500000	0.987	0.878	0.99	0.981
18:24500001-25000000	18	24500001	25000000	1.02	1.1	1.048	1.024
18:25000001-25500000	18	25000001	25500000	1.044	1.002	1.045	1.06
18:25500001-26000000	18	25500001	26000000	1.034	1.059	1.06	1.045
18:26000001-26500000	18	26000001	26500000	1.024	1.005	0.998	0.936
18:26500001-27000000	18	26500001	27000000	0.972	0.916	0.96	1.035
18:27000001-27500000	18	27000001	27500000	1.074	0.961	1.004	1.01
18:27500001-28000000	18	27500001	28000000	0.996	0.929	1.059	1.013
18:28000001-28500000	18	28000001	28500000	0.993	0.923	0.942	0.885
18:28500001-29000000	18	28500001	29000000	0.934	0.964	1.007	0.977
18:29000001-29500000	18	29000001	29500000	0.961	0.995	1.045	1.085
18:29500001-30000000	18	29500001	30000000	0.853	0.981	0.932	0.966
18:30000001-30500000	18	30000001	30500000	0.865	0.925	1.03	0.928
18:30500001-31000000	18	30500001	31000000	0.928	0.963	0.945	1.052
18:31000001-31500000	18	31000001	31500000	0.927	1.096	0.996	1.153
18:31500001-32000000	18	31500001	32000000	0.95	0.914	1.091	0.965
18:32000001-32500000	18	32000001	32500000	0.966	0.995	0.957	0.997
18:32500001-33000000	18	32500001	33000000	0.931	1.079	1.008	0.941
18:33000001-33500000	18	33000001	33500000	0.913	1.031	0.972	1.03
18:33500001-34000000	18	33500001	34000000	0.963	1.043	1.07	0.993
18:34000001-34500000	18	34000001	34500000	0.992	0.918	1.03	0.941
18:35000001-35500000	18	35000001	35500000	0.895	0.915	1.016	1.07
18:35500001-36000000	18	35500001	36000000	0.997	0.96	0.967	0.966
18:36000001-36500000	18	36000001	36500000	0.996	0.917	1.053	0.919
18:36500001-37000000	18	36500001	37000000	1.014	0.941	0.938	1.085
18:37000001-37500000	18	37000001	37500000	0.967	1.007	1.04	1.059
18:37500001-38000000	18	37500001	38000000	0.98	0.943	1.087	0.956
18:38000001-38500000	18	38000001	38500000	0.986	1.066	1.098	0.947
18:38500001-39000000	18	38500001	39000000	1.02	1.134	1.011	0.912
18:39000001-39500000	18	39000001	39500000	0.988	1.036	1.01	1.05
18:39500001-40000000	18	39500001	40000000	0.94	1.019	1.028	0.969
